,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter
822,PatternAI,Data Science as a Service (DSaaS),http://www.patternai.co,1350000.0," Artificial Intelligence, Cloud Data Services, Machine Learning, SaaS, Software",01 to 10 ," Menlo Park, California, United States",01-01-20 0:00," Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",We're bringing the power of data science to everyone. PatternAI automates data science in the cloud and delivers it as a SaaS service. We call it DSaaS (Data Science as a Service).,software-2020
823,Paro AI,Paro AI is a voice and chatbot assistant that makes accessing enterprise systems and data easier than ever.,http://heyparo.com/,37130.0," Artificial Intelligence, CRM, Enterprise Software, Information Technology, Software",11 to 50," Bethlehem, Pennsylvania, United States",2020," Artificial Intelligence, Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Paro AI is a voice and chatbot assistant that makes accessing enterprise systems and data easier than ever. Paro was developed with efficiency, productivity, and compliance in mind at every stage. With Paro's AI-enabled insights, your team will be able to create more meaningful and personalized interactions with customers.",software-2020
824,Papercups,Papercups specializes in offering reliable and efficient software that allows companies to connect with users directly with real-time chat.,https://papercups.io/,125000.0," CRM, Messaging, Software",01 to 10 ," San Francisco, California, United States",2020," Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software",Papercups specializes in offering reliable and efficient software that allows companies to connect with users directly with real-time chat.,software-2020
825,Pandemic Insights,Pandemic Insights is a preventive health software company that combines data and AI insights with human behavior dynamics,https://www.pandemic-insights.com/,5000000.0," Analytics, Artificial Intelligence, Machine Learning, Software",01 to 10 ," Austin, Texas, United States",2020," Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Pandemic Insights, Inc. is a preventive health software company that combines data and AI insights with human behavior dynamics, helping individuals and organizations make informed decisions to slow the spread of COVID-19 or any virus worldwide. Using a hybrid venture capital and government funding model, Pandemic Insights will offer a free version of its mobile app to individuals worldwide with a goal of achieving mobile app herd deployment to advance the fight against pathogens.",software-2020
826,PLAY OUT APPAREL,PLAY OUT APPAREL is an apparel and fashion company that specializes in design and distribution of gender-equal underwear and athleisure,https://www.playoutapparel.com/,95000.0," Consumer Goods, E-Commerce, Fashion, Textiles",01 to 10 ," New York, New York, United States",2020," Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Manufacturing","PLAY OUT APPAREL is an apparel and fashion company that specializes in design and distribution of GENDER-EQUAL underwear and athleisure. Its vision is an inclusive fashion for our diverse world. Play Out offers gender-equal clothing to help the Gen Z shop their authentic selves while supporting their values, with a 20% net profit donation promise to LGBTQ+ and BLM organizations.",software-2020
827,ProvenBase,Sourcing Technology. Built For Diversity. Technology solutions that produces unbiased talent pools,https://provenbase.com/,720000.0," Big Data, Business Intelligence, Information Services, Information Technology, Natural Language Processing, Predictive Analytics, Recruiting, Software",01 to 10 ," Fairfax, Virginia, United States",2020," Artificial Intelligence, Data and Analytics, Information Technology, Professional Services, Software",Technology Built For Diversity,software-2020
828,ProjectFIT,ProjectFIT helps you bring your unique fit profile into any store you shop online,http://www.projectfit.io,100000.0," E-Commerce, Internet",01 to 10 ," Austin, Texas, United States",2020," Commerce and Shopping, Internet Services",,software-2020
829,ProFindible,The World's Largest Marketplace to find Industry expert Tax & Accounting Professionals.,https://profindible.com/,25000.0," Financial Services, Marketplace",01 to 10 ," Milford, Michigan, United States",2020," Commerce and Shopping, Financial Services","ProFindible is a Premier Marketplace Where Business Owners & Individuals Can Easily Discover, Find, and Connect with Tax & Accounting Professionals who are subject matter experts in your industry.",software-2020
830,PowerX,"PowerX is a technology startup that creates a line of precision sensors that gather data about a home’s electricity, gas, and water usage.",https://www.powerx.co/,4000000.0," Artificial Intelligence, Energy, Energy Efficiency, Sensor, Water",11 to 50," Brooklyn, New York, United States",2020," Artificial Intelligence, Data and Analytics, Energy, Hardware, Natural Resources, Science and Engineering, Software, Sustainability","PowerX offers an app that provides a unified view of all energy, devices, and water outlets running in any home.

PowerX’s patent-pending AI technology saves money by learning the routine, automatically optimizing the water heating and providing solutions to help save money and be more efficient. PowerX helps to identify the individual appliances and water outlets like a garden faucet that are driving up the utility bill each month. 

The company was founded in 2020 and based in Brooklyn, New York.",software-2020
831,Potlatch,Potlatch is a one-one personalized matching and scheduling platform for startup founders to connect people in communities.,https://www.trypotlatch.com,529999.0," Internet, Scheduling, Software",01 to 10 ," San Francisco, California, United States",2020," Information Technology, Internet Services, Software","Potlatch is a one-one personalized matching and scheduling platform for startup founders to connect people in communities.

The platform was founded in 2020 and is headquartered in San Francisco, California.",software-2020
832,Recurate,Recurate is a full-service recommerce partner that enables a used product P2P market directly on your e-commerce store.,https://www.recurate.com,3385000.0," Consumer, Consumer Goods, E-Commerce, Internet, Software",11 to 50," Washington, District of Columbia, United States",2020," Commerce and Shopping, Consumer Goods, Internet Services, Other, Software",Recurate is a full-service recommerce partner that enables a used product P2P market directly on your e-commerce store. The platform makes it easy for customers to sell products they previously bought from an online store.,software-2020
833,Ready,Ready makes software that helps local internet service providers connect more subscribers to better broadband services.,https://ready.net/,5200000.0," Financial Services, FinTech, Software",11 to 50," San Francisco, California, United States",01-01-20 0:00," Financial Services, Software","Ready makes it easy for local ISPs to acquire, retain, and monetize subscribers.

Ready helps local internet service providers to solve the digital divide through powerful tools to operate, grow, and finance their networks. 

Ready was founded in 2020 by Mike Faloon and Jase Wilson and was headquartered in San Francisco, California.",software-2020
834,Reach.Live,Reach.Live is a live streaming platform that lets users host free and paid live events to connect with their communities.,https://reach.live/,125000.0," Apps, Video, Video Streaming",01 to 10 ," Mountain View, California, United States",01-01-20 0:00," Apps, Content and Publishing, Media and Entertainment, Software, Video",Reach.Live allows you to host free & paid live events to bring your community together.,software-2020
835,PWRFWD,PWRFWD is an online marketplace that drives the Athlete to Consumer industry.,https://pwrfwd.co/,750000.0," Consumer Goods, E-Commerce, Marketplace",01 to 10 ," Concord, New Hampshire, United States",2020," Commerce and Shopping, Consumer Goods","PWRFWD is an online marketplace that drives the Athlete to Consumer industry. 

 PWRFWD is pioneering the Athlete-to-Consumer industry by empowering athletes to connect with fans on a deeper level through their own custom-made products. It’s an end-to-end solution for all the tricky parts of e-commerce — development, design, marketing, manufacturing, fulfillment, and customer service.",software-2020
836,robin cafe,"casual luxury cafe serving organic juices, foods ,smoothies, juices & shakes. serving underserved minority communities",https://www.robincoffee.co,500000.0,Retail,01 to 10 ," Brooklyn, New York, United States",2020,Commerce and Shopping,,software-2020
837,Riot,Riot develops of a security platform designed for fighting phishing attempts.,https://tryriot.com/,150000.0," Cyber Security, Network Security, Software, Training",01 to 10 ," San Francisco, California, United States",01-01-20 0:00," Education, Information Technology, Privacy and Security, Software","Riot develops of a security platform designed for fighting phishing attempts. Riot's security platform runs fake phishing campaigns on employees and secures products and internal tools by two-factor authentications, enabling companies to educating their employees about security breaches.",software-2020
838,Ribbon,Ribbon is a one-stop-shop online platform for live and recorded events that provides services such as Zoom integrations and email marketing.,https://ribbonexperiences.com/,1325000.0," Events, Information Technology, Marketing, Software, Video",01 to 10 ," San Francisco, California, United States",2020," Events, Information Technology, Media and Entertainment, Sales and Marketing, Software, Video","Ribbon is a one-stop-shop online platform for live and recorded events to the next level. It offers tickets to online events and sells recorded content. It aims on making online events easy. It integrates with Zoom, customizes email marketing, and builds an online library. Their Zoom integration automatically creates meetings with unique links and passwords for each event. 

It was founded in 2020 and is based in San Francisco, California, United States.",software-2020
839,Rialtic,Rialtic develops an open marketplace platform that equips and enables accurate payments in healthcare.,https://rialtic.io/,15000000.0," Financial Services, FinTech, Marketplace, Payments",01 to 10 ," Atlanta, Georgia, United States",2020," Commerce and Shopping, Financial Services, Payments","Rialtic develops an open marketplace platform that equips and enables accurate payments in healthcare. It offers a reference source repository, curated content, and payment accuracy technology, enabling users to reduce costs across the total cost for payment accuracy, find it easier to keep up with changes, and innovate new concepts.",software-2020
840,ReturnSafe,The first end to end platform for managing infectious disease.,https://returnsafe.com/,3250000.0," Health Care, Security, Software",11 to 50," Austin, Texas, United States",2020," Health Care, Privacy and Security, Software","ReturnSafe is helping businesses prevent and contain infectious disease outbreaks by providing Human Resource professionals with a 360-degree view of their workplace and the tools to manage employee health safety.  The HIPAA compliant solution includes daily symptom screening, contact tracing, test data management, vaccination tracking and compliance. Their enterprise-grade platform integrates with Identity Management, HRMS, Building Access Management, Temperature Cameras, and Bluetooth Beacons to provide a holistic system for infectious disease management.

With the push to return to work safely, they have gotten tremendous traction across Education, Manufacturing, Sports & Entertainment, Travel, and Hospitality, and Fortune 1000 businesses - household names like Madonna University, San Antonio Spurs, Simons Foundation, BSE Global, Sesame Street, and The Leukemia & Lymphoma Society.  ReturnSafe was established during the pandemic as a public benefit corporation focused on purpose ahead of profit. The founders are serial entrepreneurs and technologists who are focused on creating a highly usable platform that maintains privacy and security.",software-2020
841,Resume Sieve,Resume Sieve is a developer of tools designed to disrupt traditional recruiting models while providing a space for recruiters.,https://resumesieve.com,365000.0," Human Resources, Recruiting, Software",11 to 50," Charlotte, North Carolina, United States",2020," Administrative Services, Professional Services, Software","Resume Sieve is a developer of tools designed to disrupt traditional recruiting models while providing a space for recruiters.

The company's platform, The Sieve is an intuitive candidate evaluation platform that minimizes the time to find the top candidates by ranking candidates based on the requirements they provide. It also improves speed and quality of candidate evaluations by using algorithmic intelligence models to assess candidate resumes.

Resume Sieve was founded in 2020 and is headquartered in Charlotte, NC.",software-2020
842,Reprise,Reprise is a developer of a demo creation platform used to create and control software demos.,https://www.getreprise.com/,20200000.0," Developer Platform, Information Technology, Internet, Software",11 to 50," Boston, Massachusetts, United States",2020," Information Technology, Internet Services, Software","Reprise is a developer of a demo creation platform used to create and control software demos. Its platform captures screens of the product using the browser, changes text, data, and flow of screens, locks the replay as designed, and makes customized demos, website based product tours, and emailable product experiences that enable businesses to capture, edit, and deploy software product demos based on their existing production application.",software-2020
843,Seaplane IO,Seaplane IO is a serverless cloud for modern enterprises allowing customers to deploy their functions everywhere.,https://seaplane.io/,2000000.0," Cloud Data Services, Data Center, Software",01 to 10 ," Mountain View, California, United States",2020," Hardware, Information Technology, Internet Services, Software","Seaplane IO is a serverless cloud for modern enterprises allowing customers to deploy their functions everywhere. It was established in 2020 and is headquartered in Mountain View, California.",software-2020
844,SchoolHouse,SchoolHouse is an EdTech startup that provides micro schooling and home education solutions.,https://www.getschoolhouse.com/,8100000.0," EdTech, Education",11 to 50," New York, New York, United States",2020," Education, Software","SchoolHouse helps families set up at-home, in-person Learning Pods--groups of 4-8 students of same or similar-aged students learning, socializing, and developing together. The company was co-founded by Brian Tobal and Joseph Connor in 2020 and is headquartered in New York.",software-2020
845,Sardine,Sardine provides fraud prevention as a service solution for the digital economy.,https://www.sardine.ai/,4600000.0," FinTech, Software",11 to 50," San Francisco, California, United States",2020," Financial Services, Software","FinTech, RegTech, Fraud Operating System",software-2020
846,Sanlo,Vertically-focused platform of financial services for the gaming & app companies,https://www.sanlo.io/,3500000.0," Apps, Big Data, Finance, FinTech, Gaming, Software",01 to 10 ," San Francisco, California, United States",2020," Apps, Data and Analytics, Financial Services, Gaming, Software",We exist because we believe that finance should not be mysterious and every gaming company with great products should have access to advice and money that they need to grow.,software-2020
847,SameTunes,"SameTunes is a technology company specializing in the online comparison, compatibility, and discovery of music.",https://sametunes.com,4000.0," Ad Network, Internet, Music, Music Streaming, Social Media, Social Network",01 to 10 ," Atlanta, Georgia, United States",2020," Advertising, Internet Services, Media and Entertainment, Music and Audio","SameTunes is a technology company specializing in the online comparison, compatibility, and discovery of music.",software-2020
848,SAFE,"SAFE is disrupting the authentication and access industry with our password-free, smartphone enabled, patented system.",https://thesafe.io,1910000.0," Cyber Security, Enterprise Software, Identity Management, Information Technology, Mobile, Online Portals, PaaS, Security, Software",11 to 50," Kingston, New York, United States",01-01-20 0:00," Information Technology, Internet Services, Mobile, Privacy and Security, Software","SAFE replaces ‘Sign-In with Facebook’ and ‘Sign in with Google.’ It is a free service provided by websites concerned for your privacy, which does not track you and never sells your data.  Also, SAFE does not use passwords. We send a cryptographic message to your smartphpone, and all you have to do is approve with one tap to login to your favorite sites, or register for new online accounts. You can use the extra security in your phone like FaceID to Samsung Fingerprint reader with no codes to enter! And with SAFE , you never get unwanted spam emails or notifications on your phone.",software-2020
849,Sa Wea Luxury,Sa Wea Luxury operates as a technological luxury cannabis brand.,https://sawealuxury.com/,25000.0," Cannabis, Consumer Goods, E-Commerce, Information Technology",01 to 10 ," New York, New York, United States",2020," Commerce and Shopping, Community and Lifestyle, Consumer Goods, Food and Beverage, Health Care, Information Technology","Sa Wea Luxury operates as a technological luxury cannabis brand. By using innovative technology with a luxurious design Sa Wea aims to revolutionize the image of traditional cannabis users. 

The company was founded in 2020 and is headquartered in New York.",software-2020
850,Shipyard,Shipyard  creates and manages copies of your environments (app),https://shipyard.build/,2299999.0," Service Industry, Software",01 to 10 ," Brooklyn, New York, United States",01-01-20 0:00," Other, Software",,software-2020
851,Sevco Security,Sevco Security is a provider of cybersecurity services and products for cyber experts.,https://www.sevcosecurity.com,6749998.0," Cyber Security, Information Technology, Network Security, Software",01 to 10 ," Austin, Texas, United States",2020," Information Technology, Privacy and Security, Software","Sevco Security is a provider of cybersecurity services and products for cyber experts. The company designs solutions to solve hard problems associated with discovering the context of network-connected devices related to a user's network, thereby enabling cyber experts to improve cybersecurity situational awareness.

It was founded in 2020 and is headquartered in Austin, Texas.",software-2020
852,Sensitive Home,Sensitive Home is a manufacturer and seller of plant-based cleaning solutions designed for customers with sensitive skin.,https://sensitivehome.com,1329996.0," Consumer Goods, Manufacturing, Retail",01 to 10 ," Greenbrae, California, United States",2020," Commerce and Shopping, Consumer Goods, Manufacturing","Sensitive Home is a manufacturer and seller of plant-based cleaning solutions designed for customers with sensitive skin. The company was founded in 2020 by Stuart Chrisp and Gregory van Buskirk and is headquartered in Greenbrae, California, United States.",software-2020
853,Semiotic AI,Semiotic AI provides encrypted computing services in the cloud based on Fully Homomorphic Encryption (FHE).,https://www.semiotic.ai/,100000.0," Artificial Intelligence, Cloud Computing, Cloud Data Services, Genetics, Machine Learning, Software",01 to 10 ," Los Altos, California, United States",2020," Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Information Technology, Internet Services, Science and Engineering, Software","Semiotic AI provides encrypted computing services in the cloud based on Fully Homomorphic Encryption (FHE). Using Semiotic's services, organizations can offer data analytics on sensitive data without compromising security and privacy. In addition to data security, Semiotic's technology can protect proprietary models by encrypting them before deployment. Privacy and security will play a pivotal role in business growth in the era of cloud computing, AI, and 5G. Semiotic's founders bring decades of experience in cryptography, AI, and acceleration to prepare you for this future.


It was founded in 2020 and is headquartered in Los Altos, California.",software-2020
854,Sora ID,"Secure, one-touch identity verification and authentication.",https://soraid.com/,560000.0," Internet, Security, Software",01 to 10 ," Boston, Massachusetts, United States",2020," Internet Services, Privacy and Security, Software",,software-2020
855,Sommelier,The new coprocessor for Ethereum. Move your DeFi assets into higher yields faster and cheaper.,https://sommelier.finance/,4500000.0," Blockchain, Ethereum, Software",01 to 10 ," San Francisco, California, United States",2020," Other, Software","Sommelier consists of the Cosmos Stargate SDK, its Tendermint-based consensus layer and a decentralized, bi-directional Ethereum bridge, managed by a global network of validators. Liquidity Providers (LPs) will be able to use Sommelier to author and execute complex, automated financial transactions, such as portfolio rebalancing, limit orders, as well as a host of other features that token holders have come to expect from centralized finance (CeFi), but that are not currently available in DeFi.",software-2020
856,Somewhere Good,Somewhere Good is a social platform centered around identity and community.,https://www.somewheregood.com/about,3750000.0," Consumer Goods, E-Commerce, Social Media",01 to 10 ," Brooklyn, New York, United States",2020," Commerce and Shopping, Consumer Goods, Internet Services, Media and Entertainment",Somewhere Good is a social platform centered around identity and community.,software-2020
857,SMARTii Forms,"Saas, Mobile App.",https://smartii.io/,15000.0," Business Information Systems, Medical, SaaS, Software",01 to 10 ," Miami, Florida, United States",01-01-20 0:00," Health Care, Information Technology, Software","Form Filling made easy. Scan, Fill & Automate. 
To help users save time by filling out forms faster and automating the information to be shared with need-to-know-businesses in 1-Click. Help reduce redundant tasks.
To be the fastest, easiest and most secured automated way of sending information between users and need-to-know businesses being Paperless. Go Carbon Neutral.",software-2020
858,SmartAC.com,"SmartAC.com is a machine learning health platform that provides heating, ventilation, and air conditioning (HVAC) services.",http://www.SmartAC.com,10000000.0," Consumer Electronics, Information Technology, Internet of Things, Machine Learning, Smart Home",11 to 50," Houston, Texas, United States",01-01-20 0:00," Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Internet Services, Real Estate, Software","SmartAC.com offers an air conditioning and heating health platform that digitizes the experience of AC ownership. Powered by machine learning, the platform enables a proactive approach to HVAC maintenance, notifying users of a potential breakdown before it occurs.  The sensors monitor cooling and heating performance, airflow, air filter life, and drain lines to ensure the health of critical HVAC components.  

SmartAC.com membership begins at just $5 per month and includes a lifetime warranty on the hardware, daily system health checks, discounted air filters, active water leak monitoring, and real-time chat with certified HVAC experts.",software-2020
859,Slim.AI,"Slim.AI helps application developers create, build, deploy and run their cloud native apps with zero friction, complexity, and waste.",https://www.slim.ai/,6600000.0," Apps, Information Technology, Outsourcing, Software, Web Development",01 to 10 ," Boxborough, Massachusetts, United States",2020," Apps, Information Technology, Professional Services, Software","Slim.AI helps application developers create, build, deploy, and run their cloud-native apps with zero friction, complexity, and waste. The company's solutions automatically optimize the composition and construction of containerized applications, improve build and deploy cycles, and provide deep insight into application behavior and performance. With Slim, developers can gain control over containerized app size, performance, cost, security, and deployment times without specialized knowledge. Developers can focus on writing great code, maintain high velocity, and easily “build, run and own” their apps with low overhead and DevOps burden.",software-2020
860,SkyFort,Secure Internet-as-a-Service,https://skyfort.io,375000.0," Cloud Infrastructure, Cyber Security, IaaS, Privacy, Software",01 to 10 ," Santa Monica, California, United States",2020," Hardware, Information Technology, Internet Services, Privacy and Security, Software",,software-2020
861,StepZen,StepZen develops APIs and databases dedicated to making it easier for app developers to build user experiences.,https://www.stepzen.com/,8000000.0," Database, Developer APIs, Software",11 to 50," San Jose, California, United States",2020," Data and Analytics, Software","StepZen is a team of API and database nerds dedicated to making it a whole lot easier for app developers to build awesome user experiences. StepZen is on a mission to do for the world of APIs what Google Maps did for directions - reshape it from its current procedural world to a declarative world.

StepZen makes it possible to build user experiences powered by data from multiple and diverse backend data sources without running any infrastructure.

Avoid writing and maintaining complex procedural logic to orchestrate the data you need to power user experiences. Instead, easily build a GraphQL API that enables you to get the data you need with a single query. Whether from databases, APIs, CMSs, or even mock services, StepZen connects and assembles the right data from the right backends.",software-2020
862,Stashrun,Transforming how brands engage with social causes.,https://www.stashrun.com/,500000.0," Digital Marketing, Gaming, Mobile Advertising, Mobile Apps, Social Impact, Software",01 to 10 ," Palo Alto, California, United States",2020," Advertising, Apps, Gaming, Mobile, Other, Sales and Marketing, Software","Stashrun is the world's first marketing tool that puts consumers at the center of corporate impact, building brand recognition and trust, while ultimately driving sales.  Millennials and Gen Z expect brands to take a stance on social issues like COVID, MeToo, Black Lives Matter, or the Texas Snow Storm. But no matter how brands choose to respond, they can be publicly boycotted. This cancel culture dilemma is both paralyzing and costly.  Our technology ensures brands can always align with their customers' values without the fear of getting it wrong and being cancelled.",software-2020
863,STASH No Ransom Ransomware Solution,"A Datacentric Security Platform, plus the World's First and Only No Ransom Ransomware Protection, Mitigation, and Recovery Solution",https://www.stash.global/,500000.0," Cyber Security, Information Technology, Internet, Security, Software",01 to 10 ," Stamford, Connecticut, United States",2020," Information Technology, Internet Services, Privacy and Security, Software","STASH is a data specific (datacentric) solution to data theft, loss, manipulation, and harm. It protects data anywhere in the world, on cloud and on-prem at the byte level. Its No Ransom Ransomware Protection, Mitigation, and Recovery Solution mitigates both the attack AND the attacker, build onto a patented, agnostic, quantum-resistant platform. If STASH were deployed at Colonial Pipeline, they would have recovered their data with the click of a button, and avoided paying $5M in ransom.",software-2020
864,StackPulse,StackPulse helps SREs and developers make their software services more reliable through automation and orchestration.,https://stackpulse.com/,28000000.0," Developer Platform, Information Technology, Productivity Tools, Software",11 to 50," Portland, Oregon, United States",01-01-20 0:00," Information Technology, Software","StackPulse automates and orchestrates incident response and management, helping SREs and developers to reduce toil, fix issues faster, and deliver reliable services.

The StackPulse platform gives SREs, developers, and on-callers the context and control necessary to analyze, respond to, and resolve incidents across the entire stack—at any scale.",software-2020
865,TactileAI,TactileAI develops an enterprise SaaS platform to provide consumer insight in the beauty care industry using the power of AI,http://www.tactileai.io,1000000.0," Analytics, Machine Learning, Software",01 to 10 ," San Francisco, California, United States",2020," Artificial Intelligence, Data and Analytics, Software",TactileAI is revolutionizing consumer insight in the beauty care industry using the power of AI and the worlds largest community of consumers testing products from the comforts of their home.,software-2020
866,T4L,"T4L specializes in the fields of transportation, railroad, and trucking.",https://www.t4l.me,900000.0,Transportation,01 to 10 ," Naples, Florida, United States",2020,Transportation,All-inclusive Membership in electric vehicle subscriptions,software-2020
867,Synctera,Synctera is a FinTech-as-a-Service platform that connects financial institutions with fintech companies.,https://www.synctera.com,45400000.0," Banking, Finance, Financial Services, FinTech",11 to 50," San Francisco, California, United States",2020," Financial Services, Lending and Investments","Synctera is a banking company that offers secure and scalable partnership banking solutions for startups and fintech. The company guides all parties from the earliest phases of engagement, through the onboarding process and beyond. 

It was founded in 2020 and is headquartered in San Francisco, California.",software-2020
868,Supir,Marketplace for freelance bus and truck drivers,http://www.gosupir.com,52000.0," Information Technology, Transportation",01 to 10 ," Baltimore, Maryland, United States",01-01-20 0:00," Information Technology, Transportation",Supir is on-demand bus driver digital marketplace located in Baltimore Maryland that focuses on connecting transportation companies with drivers,software-2020
869,SuperOps.ai,SuperOps.ai is an early stage startup in the MSP space.,http://superops.ai,3000000.0,Software,11 to 50," Claymont, Delaware, United States",2020,Software,SuperOps.ai is an early stage startup in the MSP space.,software-2020
870,The Vets,The Vets is a technology platform providing Pet Owners Home Pet Care.,https://thevets.com/,9000000.0," Health Care, Pet, Veterinary",11 to 50," New York, New York, United States",2020," Community and Lifestyle, Health Care","The Vets is a technology platform providing pet owners home, clinic, and video triage pet care  in a customer-centric approach",software-2020
871,The House of LR&C,"The House of LR&C makes good brands that embody LOVE, RESPECT & CARE.",https://thehouseoflrc.com/,1050000.0,Retail,11 to 50," Seattle, Washington, United States",2020,Commerce and Shopping,,software-2020
872,The Fascination,"The Fascination is an eCommerce firm that provides clothing, food, lifestyle, wellness, beauty products, home decor, and accessories.",http://thefascination.com,1000000.0," E-Commerce, Fashion, Retail",01 to 10 ," Virginia Beach, Virginia, United States",2020," Clothing and Apparel, Commerce and Shopping, Design","The Fascination is an eCommerce firm that provides clothing, food, lifestyle, wellness, beauty products, home decor, and accessories.

It was founded in 2020 and is headquartered in Virginia Beach, Virginia.",software-2020
873,Terraseed,"Terraseed offers all-in-one multivitamin designed to resolve gaps in the vegan diet, packaged in the planet's first compostable pill bottle.",http://www.terraseed.com/,120000.0," Agriculture, GreenTech, Organic Food",01 to 10 ," Boulder, Colorado, United States",2020," Agriculture and Farming, Food and Beverage, Sustainability","Terraseed Multivitamin resolves the nine most common gaps in a plant-based diet while ensuring ethical and sustainable practices that align with the vegan ideals of protecting the environment and animal lives.  Terraseed replaces animal-based ingredients for vegan options. For example, its Omega-3 is sourced from algae harvested without impact on marine ecosystems, and D3 is sourced from wild lichen instead of sheep’s wool.  It is also into sustainable packaging, particularly forgoing the traditional plastic pill bottle in favor of a compostable alternative.  From the first-ever mailers printed with algae ink, to tamper-resistant cellulose made from corn, every element of the bottle and packaging has been thoughtfully selected.  The packaging was recently awarded the Best New Environmentally-Responsible Product of 2020 by the Natural Product Expo.",software-2020
874,Terra.do,Terra.do operates as an online climate school.,https://www.terra.do/,1400000.0," E-Learning, Education",11 to 50," Stanford, California, United States",2020," Education, Software",Terra.do operates as an online climate school. Terra.do collaborates with experts from the field to offer learners an overview of the entire climate landscape.,software-2020
875,Tryft,Tryft is a marketing company that finds deals and  saves money.,https://www.tryft.com,22070000.0," CleanTech, E-Commerce, Marketing, Sustainability",11 to 50," Malibu, California, United States",2020," Commerce and Shopping, Sales and Marketing, Sustainability","Tryft provides a platform for both buyers and sellers to sell vintage goods or brand new (sustainable and eco-friendly) products which in-turn allows buyers to shop at thrift prices; saving money, increasing re-usability and decreasing waste. That's a win in our book.",software-2020
876,TruLocal,TruLocal is an e-commerce marketplace that provides a simple and efficient way to shop locally — online.,https://www.trulocal.com,50015.0," Consumer Goods, E-Commerce, Local Business, Marketplace, Retail",11 to 50," San Francisco, California, United States",2020," Commerce and Shopping, Consumer Goods, Sales and Marketing","TruLocal is an e-commerce marketplace that provides a simple and efficient way to shop locally — online. Its platform bridges between consumers and their local retailers across all product categories.

It aspires to create new relationships and strengthen existing ones in every community.",software-2020
877,Trkr,Trkr is a SaaS platform targeting the education market through both direct student sales as well as school and classroom partnerships,https://www.trkrcenter.com,20000.0," Database, EdTech, Education, SaaS, Software",01 to 10 ," Austin, Texas, United States",2020," Data and Analytics, Education, Software","Trkr seeks to build a platform around students and for students. The system focuses heavily on time management as well as goal setting, putting the power in the students hands to understand the impact each hour spent has on their total grade. From struggling students to those who feel they want to be more efficient, Trkr has something to offer them. 

In a world where software and technology has moved at a rapid pace, us at Trkr feel there has been a lag in development in the tech space. This is very evident in what is available directly to students.",software-2020
878,Zora Labs,Zora Labs is a marketplace for non-fungible tokens.,https://zora.co/,9999925.0," Big Data, Information Technology, Internet, Marketplace",01 to 10 ," San Francisco, California, United States",2020," Commerce and Shopping, Data and Analytics, Information Technology, Internet Services",Zora Labs is a marketplace for non-fungible tokens.,software-2020
879,TorchPro,TorchPro is a sports media platform educating & inspiring next-gen of athletes. Brand managers & content creators for pro athletes.,https://torchpro.com,730000.0," Content, Digital Media, Information Services, Internet, Sports",01 to 10 ," Manchester, New Hampshire, United States",01-01-21 0:00," Information Technology, Internet Services, Media and Entertainment, Sports","TorchCo is a sports media company committed to changing the way fans and athletes interact, Inspiring Greatness by igniting those looking to gain an edge. TorchCo operates TorchPro - its athlete services business - and TorchPro.com - a platform for young athletes and fans to gain access to the stories of the best athletes in the world. TorchCo also powers “Morning Blitz″ a daily sports newsletter with the information sports fans need to know delivered to their inbox daily at 5:30 a.m. EST. Find your edge at TorchCo: TorchoPro.com.",software_2021
880,Tiger Fiber,"Tiger Fiber is a hemp company focusing on building sustainable agricultural system to assist hemp farmers, manufacturers, and stakeholders.",https://www.tigerfiberhemp.com/,1000000.0," Agriculture, Cannabis, Farming",01 to 10 ," Saint Louis, Missouri, United States",2021," Agriculture and Farming, Community and Lifestyle, Food and Beverage, Health Care","Tiger Fiber is a hemp company focusing on building a sustainable agricultural system to assist hemp farmers, manufacturers, and stakeholders. The company was founded by James Forbes, Jerred Killoren, and Richard Selby in 2021 and is based in Clayton, Missouri.",software_2021
881,Stoicheia,Stoicheia is a nanotechnology company accelerating materials discovery by defining and expanding the materials genome.,https://www.stoicheia.us,5000000.0," Chemical, Life Science, Nanotechnology",01 to 10 ," Skokie, Illinois, United States",01-01-21 0:00," Biotechnology, Science and Engineering","Stoicheia is a nanotechnology company accelerating materials discovery by defining and expanding the materials genome. Using its proprietary lithography technology, Stoicheia has developed a way to create Megalibraries of nanomaterials on a chip. The company's technology also can be used to combine elements in new ways — already creating structures comprising up to seven elements.",software_2021
