,Categories,Closed Date Year,Description,Founded Date,Headquarters Location,Number of Founders,Number of Funding Rounds,Organization Name,Total Funding Amount,success
1322,"Digital Entertainment, Music, Nightlife",2018,UDJ is a digital platform for engagement with nightlife.,2016,"Fort Collins, Colorado, United States",2.0,1.0,UDJ Inc.,100000.0,0.0
1323,"Non Profit, Software, Sports",2018,"PassHat, LLC is a first-mover in the field of Private Group Collections. It focuses on the needs of those who are tasked with .",2013,"Cary, North Carolina, United States",,1.0,PassHat,150000.0,0.0
1324,"File Sharing, PaaS",2018,Advanced Search Laboratories is engaged in search engine optimization.,2009,"Omaha, Nebraska, United States",2.0,1.0,SharePlow,650000.0,0.0
1325,"Financial Services, FinTech, Insurance, InsurTech",2018,Fixing renters insurance by building a platform where renters can actually get the protection they need.,2014,"Philadelphia, Pennsylvania, United States",2.0,1.0,Bungalow Insurance,5266132.0,0.0
1326,"Health Care, Health Diagnostics, Manufacturing",2018,"Rx Safes, Inc. develops, manufactures, and markets professional grade drug security solutions for families and the healthcare community.",2010,"Henderson, Nevada, United States",,1.0,Rx DrugSAFE,55000.0,0.0
1327,"Communities, Fitness, Health Care, Internet, mHealth, News, Online Portals, Social Media",2018,"Health News is an online platform offering health and research news, as well as a forum for discussion and decision making.",2010,"Las Vegas, Nevada, United States",,1.0,Health News,1000000.0,0.0
1328,"Energy, Energy Efficiency, Gaming",2018,"Portal LAN Arcade (“Portal”) will be the premier, high-tech social gaming venue in Omaha that provides high-powered, high energy.",2014,"Omaha, Nebraska, United States",,1.0,The Portal LAN Arcade,35000.0,0.0
1329,"E-Learning, Education, Information Services",2018,"Prepmatic helps students prepare for exams by actively engaging the memory, allowing students to easily learn and retain information.",2011,"Providence, Rhode Island, United States",1.0,1.0,Prepmatic,240000.0,0.0
1330,"Food and Beverage, Mobile, Mobile Apps",2018,Glimpse-BarFinder is a mobile platform for the nightlife industry allowing them to connect with their customers.,2016,"Fargo, North Dakota, United States",1.0,1.0,Glimpse-BarFinder,25000.0,0.0
1331,"Building Material, Construction, Smart Building",2018,Zero Energy Systems is a manufacturing company that manufactures and designs insulated concrete walls used for construction.,2009,"Coralville, Iowa, United States",2.0,2.0,Zero Energy Systems,2000.0,0.0
1332,"Concerts, Events, Music, Ticketing",2018,RaftOut is an online platform that helps promoters and venues sell more concert tickets by giving fans an easy way to bring their friends.,2013,"Providence, Rhode Island, United States",2.0,1.0,RaftOut,20000.0,0.0
1333,"Machine Learning, Mobile Apps, Music",2018,Fyrno is a mobile application that uses a powerful machine learning algorithm to help you discover songs by undiscovered artists.,2015,"New Haven, Connecticut, United States",,1.0,Fyrno Inc.,15000.0,0.0
1334,"Internet, Social Media, Software",2018,"Notizza is the next generation social media site that was built with one goal in mind, to give voice to the silent majority.",2014,"Temecula, California, United States",,1.0,Notizza,30000.0,0.0
1335,"Scheduling, Software",2018,InstyBook designs and develops mobile appointment scheduling software with appointment reminders.,2013,"Shreveport, Louisiana, United States",,1.0,InstyBook,150000.0,0.0
1336,"Developer Tools, Enterprise Software, Information Technology, Internet, Software",2018,Majeska & Associates is a provider of web-based strategic tools.,2010,"Tulsa, Oklahoma, United States",1.0,1.0,Majeska & Associates,2400000.0,0.0
1337,"Advertising, Internet, Marketing",2018,Brandtale is the largest marketing intelligence platform for branded content.,2015,"New York, New York, United States",3.0,1.0,Brandtale,5266132.0,1.0
1338,"Software, Video Games",2018,"Number 1 Draft (""Hereafter known as The Company"") is a daily fantasy sports contest startup based out of Midland, TX.",2015,"Midland, Texas, United States",,1.0,Draft Guys LLC,100000.0,0.0
1339,"Education, Fashion, Shoes, Software",2018,Learning Technology GPS Children's Footwear,2014,"Sacramento, California, United States",2.0,1.0,SmartKickz,50000.0,0.0
1340,"Android, EBooks, iOS, Software",2018,Ebook Glue provides software that allows businesses and individuals to create e-books for a wide variety of devices.,2012,"Peoria, Arizona, United States",,1.0,Ebook Glue,20000.0,0.0
1341,"Career Planning, Collaboration, Social Media, Travel",2018,Plandree is a collaborative vacation planner that helps users discover experiences to collect vacation ideas and book activities online.,2012,"Providence, Rhode Island, United States",1.0,2.0,Plandree,62000.0,0.0
1342,"Manufacturing, Natural Resources",2018,A New Paradigm for Natural Resource Investment GoldKey offers a new way to invest in natural resources.,2014,"Tucson, Arizona, United States",,1.0,GoldKey Resources,35000.0,0.0
1343,"Furniture, Home Decor, Lifestyle, Lighting, Retail",2018,Homehoop is a U.S.-based company that provides its clients with home products across all styles and budgets.,2010,"Glendale, California, United States",,1.0,Homehoop,935000.0,0.0
1344,"Credit Cards, Finance",2018,FeeSeeker.com is a website that provides a list of credit card processors for individuals to save money on their credit card transactions.,2011,"Henderson, Nevada, United States",3.0,1.0,"FeeSeeker.com, LLC",20000.0,0.0
1345,"Brand Marketing, Collaboration, Content Marketing, Digital Marketing, Digital Media, Internet of Things, Marketing Automation, Media and Entertainment, Mobile, Video",2018,A mobile video platform as a service (V-PAAS) for businesses and brands to bring end to end video solution to their existing applications.,2014,"San Francisco, California, United States",3.0,1.0,Gloopt,5266132.0,0.0
1346,"Android, iOS, Mobile, Web Development",2018,Torsion Mobile is the developer of the Mojaba family of products — web-based tools that enable marketing in a mobile world.,2011,"Des Moines, Iowa, United States",3.0,2.0,Torsion Mobile,300000.0,0.0
1347,"Cyber Security, E-Commerce, Financial Services, Internet",2018,Credit Parent is the easiest way to freeze your child's credit report to prevent them from becoming a victim of identity theft.,2018,"San Francisco, California, United States",3.0,1.0,Credit Parent,5266132.0,0.0
1348,"Mobile, Shopping",2018,On-Demand grocery delivery to the Oklahoma City metro.,2014,"Oklahoma City, Oklahoma, United States",3.0,1.0,Urban Essentials Co,25000.0,0.0
1349,"Dating, Online Portals, Social Network",2018,"Nuhook is an online dating site where users can search social networks to find people, tag them, and get notified if they are interested.",2011,"Knoxville, Tennessee, United States",,1.0,Nuhook,30860.0,0.0
1350,Messaging,2018,"Rivalroo is a chat application enabling users to identify, aggregate, and conduct live chats with others holding similar and opposing views.",2009,"Irving, Texas, United States",1.0,1.0,Rivalroo,500000.0,0.0
1351,"Android, iOS, Mobile",2018,BitMethod designs and develops iOS and Android mobile applications.,2009,"Des Moines, Iowa, United States",2.0,1.0,BitMethod,50000.0,0.0
1352,"Mobile, Public Safety, Security, Video",2018,VisualPro360 is a value added solution provider specializing in mobile video for the public safety and private security markets.,2011,"Tempe, Arizona, United States",,1.0,Visual Pro 360,62500.0,0.0
1353,"Adventure Travel, Tourism, Travel",2018,Water Sports & Activities Booking Engine,2011,"Wilmington, North Carolina, United States",2.0,1.0,WaterplayUSA,400000.0,0.0
1354,"Mobile Apps, Music, Video",2018,Tunii Mobile App: [coming soon!] Play & Share Your Favorite Music & Videos – Discover New Music – Get Rewards! The new Tunii mobile app wi,2012,"Orange, California, United States",,1.0,Tunii,100000.0,0.0
1355,"Information Services, Information Technology, Internet, Software",2018,"Seamster.io, a content-marketing platform, helps companies create, manage, and execute content strategies across multiple channels.",2014,"Lincoln, Nebraska, United States",1.0,1.0,Seamster.io,20000.0,0.0
1356,"Aerospace, Email, Fashion, Music",2018,Vegte Inc. was a parent company founded by Sem Van Der Vegte in the year 2016. The subsidiaries of Vegte Inc. were NAXC and VIAZO Merch.,2016,"Hawthorne, California, United States",1.0,1.0,Vegte Inc.,3000.0,0.0
1357,"Information Technology, Software",2018,MajorWeb offers an interactive degree planning tool to interact with existing student information systems.,2013,"Milwaukee, Wisconsin, United States",,1.0,"MajorWeb, LLC",25000.0,0.0
1358,"Gaming, Online Games, Video Games",2018,"Starting a Gaming Lan Center, lead by passionate, professional and experienced team.",2014,"Thousand Oaks, California, United States",,1.0,Internal Gaming,10000.0,0.0
1359,"Internet, Software, Transportation, Travel",2018,Catapulter is a ground transportation search portal that provides information from a wide range of transportation websites.,2010,"Providence, Rhode Island, United States",1.0,1.0,Catapulter,20000.0,0.0
1360,"Information Technology, Internet, Social Media, Social Network",2018,Moodswiing is a social network providing real-time metrics that allow users to see how others feel about the topics that interest them.,2012,"Tulsa, Oklahoma, United States",,1.0,Moodswiing,100000.0,0.0
1361,"Messaging, Mobile Apps",2018,Hyphenate delivers a proven Mobile Instant Messaging platform that helps app developers grow and retain users by embedding in-app chat.,2015,"San Francisco, California, United States",1.0,1.0,Hyphenate Inc.,5266132.0,0.0
1362,"Biotechnology, Medical, Pharmaceutical",2018,RedOak Logic develops and offers a decision modeling support platform and application interface for the drug development industry.,2009,"Cary, North Carolina, United States",1.0,1.0,RedOak Logic,250000.0,0.0
1363,"Photo Sharing, Photography, Social Media",2018,Daily Pic,2012,"Akron, Ohio, United States",,1.0,Daily Pic,150000.0,0.0
1364,Web Hosting,2018,The Campaign Solution optimizes candidates’ time and resources.,2010,"Tulsa, Oklahoma, United States",1.0,1.0,The Campaign Solution,40000.0,0.0
1365,"Information Technology, Internet, Social Media, Wellness",2018,"Accelereach, an online platform, helps health and wellness professionals manage and engage their clients by using a text messaging system.",2009,"Providence, Rhode Island, United States",3.0,1.0,Accelereach,50000.0,0.0
1366,"Automotive, Consulting, Social Media Management, Test and Measurement, Training",2018,Social Media Simplified develops social media campaigns for small- and medium-sized companies and organizations.,2009,"Port St. Lucie, Florida, United States",1.0,2.0,Social Media Simplified,510000.0,0.0
1367,Security,2018,Kids360 enables parents to exchange critical information with their child care providers for use in emergencies.,2013,"Memphis, Tennessee, United States",2.0,1.0,Kids360,15000.0,0.0
1368,"Broadcasting, Social Network, Video",2018,"SpunLive, Inc. operates in the technology sector. The company was incorporated in 2010 and is based in Mesa, Arizona.",2010,"Mesa, Arizona, United States",,2.0,SpunLive,20000.0,0.0
1369,"Consumer Electronics, Electronics, Social Network",2018,"Theater Venture Group Corp was incorporated in 2010 and is based in Richmond, Virginia.",2010,"Richmond, Virginia, United States",,1.0,Theater Venture Group,1525000.0,0.0
1370,"Human Resources, Recruiting",2018,"Your job search, now on auto-pilot. We understand you’re busy with work, until things change.",2013,"Saint Paul, Minnesota, United States",6.0,1.0,ToggleGreen,50000.0,0.0
1371,Software,2018,Tins.ly is a U.S.-based technology startup focused on developing interactive digital content solutions.,2010,"Colorado Springs, Colorado, United States",,1.0,Tins.ly,25000.0,0.0
1372,"iOS, Local, Location Based Services, Messaging, Search Engine",2018,Global.ly is an online platform that lets people drop pins for GPS locations on a map and receive a URL short code for package deliveries.,2010,"Tacoma, Washington, United States",,1.0,globa.ly,15000.0,0.0
1373,"Finance, Venture Capital",2018,More than $20 billion in funding transactions will occur globally through crowdfunding in 2015 based on trends from the past three years.,2012,"Omaha, Nebraska, United States",,1.0,"SalesGrowthPros.com, LLC",40000.0,0.0
1374,"Apps, Content, Events, Hardware, Internet, Mobile, Parenting, Search Engine, Social Media",2018,MemoryBistro is a collaborative social media platform that operates as a digital scrapbook and storytelling platform.,2011,"Tulsa, Oklahoma, United States",,1.0,MemoryBistro,40000.0,0.0
1375,"Health Diagnostics, Information Technology, Medical",2018,"Tosa Labs, LLC is a technology solution provider.",2015,"Milwaukee, Wisconsin, United States",1.0,2.0,Tosa Labs,20000.0,0.0
1376,"Fitness, Health Care, Men's, Personal Health, Wellness",2018,StreamFIT is a subscription-based service that features streaming fitness videos on mobile web.,2011,"Milwaukee, Wisconsin, United States",,1.0,StreamFIT,100000.0,0.0
1377,"Fitness, Health Care, Video",2018,RevoPT is a mobile application for physical therapists that allows them to create videos and track patient adherence.,2011,"Syracuse, New York, United States",2.0,1.0,revoPT,12000.0,0.0
1378,"Consulting, Human Resources, Recruiting",2018,"SyncSum offers a suite of Culture Match tools for recruiters, company HR departments, and job seekers.",2011,"Rochester, New York, United States",,1.0,SyncSum,55000.0,0.0
1379,"Content Delivery Network, Video on Demand, Video Streaming, Wireless",2018,Maximizing QoE with Advanced Communication Techniques,2011,"Mountain View, California, United States",1.0,1.0,InterfereX Communications,5266132.0,0.0
1380,"iOS, Mobile",2018,"PsyQic is an online platform enabling users to share predictions on sports, politics, TV shows, business, science, and more.",2012,"Syracuse, New York, United States",1.0,1.0,PsyQic,15000.0,0.0
1381,"Angel Investment, Enterprise Software, Service Industry",2018,Globalgroup Investment Holdings is a technology solutions provider that integrates proprietary technologies into mainstream business use.,2011,"Plano, Texas, United States",,1.0,GLOBALGROUP INVESTMENT HOLDINGS,10000.0,0.0
1382,"Event Management, Events, Sports",2018,"Eventcheq offers a second-screen platform for live events such as sports, concerts, theater, and other performing arts.",2013,"Providence, Rhode Island, United States",2.0,1.0,Eventcheq,20000.0,0.0
1383,"Biotechnology, Health Care, Therapeutics",2018,"Cardiovascular Decisions, LLC operates in the healthcare sector. The company was incorporated in 2009 and is based in Rochester, Minnesota.",2009,"Rochester, Minnesota, United States",,1.0,Cardiovascular Decisions,800000.0,0.0
1384,"CRM, Insurance, Internet, SaaS, Software",2018,Insurance agency management software. We provide rock-solid software and around the clock support for insurance agents in the US.,2013,"Chicago, Illinois, United States",,1.0,AgentRun,5266132.0,0.0
1385,"Advertising, Charity, Web Apps",2018,Lazy Angel is an application development company focused on creating charitable web applications.,2009,"Colorado Springs, Colorado, United States",,1.0,Lazy Angel,59000.0,0.0
1386,"Apps, Cannabis, Shopping",2018,"DeViine.com is a web app for recreational cannabis connoisseurs to shop smarter, discover deals and find the perfect strains for them.",2015,"Spokane, Washington, United States",,1.0,DeViine LLC,2000.0,0.0
1387,"Career Planning, Meeting Software",2018,MeetingSprout is an online social calendar platform enabling users to privately coordinate their schedule with other users and businesses.,2011,"Syracuse, New York, United States",,1.0,MeetingSprout,5000.0,0.0
1388,"Celebrity, Lifestyle, Media and Entertainment, Mobile, Mobile Apps, News, Politics, Social Media, Sports",2018,The Social Opinions Network for Millennials,2017,"San Jose, California, United States",4.0,1.0,ThumzApp,5266132.0,0.0
1389,"Digital Marketing, Marketplace, Web Design",2018,"The first freelance talent marketplace that's curated by industry experts, saving businesses time and money.",2016,"Atlanta, Georgia, United States",2.0,1.0,"Brillify, Inc.",5266132.0,0.0
1390,Human Resources,2018,"At Rubicore, our mission is to enhance performance management by developing tools to monitor and evaluate core metrics.",2015,"Santa Monica, California, United States",1.0,1.0,Rubicore,5266132.0,0.0
1391,"Event Management, Finance, Non Profit",2018,Fundgrazing is an event planning system for fundraising organizations and their event planners.,2009,"Temecula, California, United States",1.0,1.0,Fundgrazing,150000.0,0.0
1392,"Artificial Intelligence, Consumer Electronics, Machine Learning, Robotics",2019,Anki is an entertainment robotics company dedicated to bringing artificial intelligence and robotics to people's everyday lives.,2010,"San Francisco, California, United States",3.0,5.0,Anki,182000000.0,0.0
1393,"Consumer, Food and Beverage, Hospitality, Same Day Delivery",2019,Munchery offers same-day food deliver services.,2011,"San Francisco, California, United States",3.0,8.0,Munchery,125419000.0,0.0
1394,"Analytics, Classifieds, E-Commerce, Marketing Automation, Marketplace, Mobile, Software",2019,Kahuna helps the world's leading digital marketplace brands deliver highly personalized experiences to every buyer and seller,2011,"Redwood City, California, United States",2.0,4.0,Kahuna,58000000.0,0.0
1395,"Analytics, Big Data, Cloud Data Services, Data Integration, Information Technology, SaaS, Software",2019,Salesforce has closed its acquisition of Griddable,2016,"San Jose, California, United States",2.0,1.0,Griddable,8000000.0,1.0
1396,"E-Commerce, Fashion, Interior Design, Internet, Lifestyle, Marketplace",2019,Laurel & Wolf is the leading online interior design marketplace. We make professional interior design affordable & accessible for everyone.,2014,"Los Angeles, California, United States",2.0,4.0,Laurel & Wolf,25500000.0,0.0
1397,"Marketplace, Real Estate, Sharing Economy",2019,HomeShare is a co-living marketplace providing attractive yet affordable housing.,2016,"San Francisco, California, United States",1.0,1.0,HomeShare,4700000.0,0.0
1398,"Information Technology, Transportation",2019,Chariot allows passengers to ride a shuttle between home and work during commuting hours.,2014,"San Francisco, California, United States",2.0,1.0,Chariot,3000000.0,1.0
1399,"Finance, Financial Services, FinTech, Real Estate, Retail, Software",2019,WithMe is an on-demand retail platform for brands to quickly open turnkey omni-channel stores in major cities.,2011,"Las Vegas, Nevada, United States",3.0,8.0,OrderWithMe,69802838.0,0.0
1400,"Apps, Gaming, Mobile, Mobile Apps",2019,"WinWin encourages consumers to save more money, by rewarding them with chances to win",2017,"New York, New York, United States",2.0,2.0,WinWin (Acquired),1950000.0,0.0
1401,"3D Technology, Energy, Manufacturing, Mining, Natural Resources, Oil and Gas, Predictive Analytics",2019,NEOS is a geosciences company providing 3D model of the subsurface to assist exploration geoscientists make informed decisions.,2009,"Pleasanton, California, United States",,1.0,NEOS GeoSolutions,60000000.0,0.0
1402,Biotechnology,2019,Precision IBD is a Biotechnology company.,2016,"Encinitas, California, United States",,2.0,Precision IBD,13776007.0,0.0
1403,"3D Printing, 3D Technology, Electronics, Printing",2019,Voxel8 is a startup company that is bringing novel materials to 3D printing.,2013,"Somerville, Massachusetts, United States",5.0,3.0,Voxel8,12050000.0,0.0
1404,"Finance, Financial Services, Impact Investing, Internet",2019,CircleBack Lending is an internet-based credit platform for purchasing fixed income assets backed by consumer credit products.,2012,"Boca Raton, Florida, United States",2.0,4.0,CircleBack Lending,22150000.0,0.0
1405,"E-Commerce, Energy Management, Information Technology, Internet, Smart Home, Software",2019,"Zonoff offers a software platform that channels retailers, OEMs and integrators who deliver 'connected home' products to the mass market.",2011,"Malvern, Pennsylvania, United States",2.0,3.0,Zonoff,35800000.0,0.0
1406,"Consumer, Software, Travel",2019,BlackJet allows consumers to book seats on private jets immediately and with guaranteed seat availability.,2012,"West Palm Beach, Florida, United States",1.0,2.0,BlackJet,3135000.0,0.0
1407,"Advertising Platforms, Apps, Internet, Mobile",2019,AppThis is an international mobile ad tech company focused on the global app ecosystem.,2014,"Denver, Colorado, United States",2.0,2.0,AppThis,1837259.0,0.0
1408,"Computer, Data Center, Electronics, Energy Efficiency, Hardware, Information and Communications Technology (ICT), IT Infrastructure, Manufacturing, PC Games",2019,"CoolChip is the worldwide leader in Kinetic Cooling, a new category based on disruptive technology transforming electronics cooling",2010,"Somerville, Massachusetts, United States",3.0,11.0,CoolChip Technologies,8897340.0,0.0
1409,"Analytics, Big Data, Biofuel, Clean Energy, Geospatial, Location Based Services, Solar",2019,"Geostellar is a solar energy marketplace and patented platform to instantly & interactively tailor equipment, financing and installation.",2011,"Martinsburg, West Virginia, United States",1.0,7.0,Geostellar,27050000.0,0.0
1410,"Data Storage, Software",2019,Symbolic IO is the first computational defined storage solution solely focused on advanced computational algorithmic compute engine.,2012,"Holmdel, New Jersey, United States",1.0,3.0,Symbolic IO Corporation,16000000.0,0.0
1411,"Energy, Environmental Consulting, Renewable Energy",2019,JLM Energy is an innovative technology company creating Renewable Energy Generation and Energy Storage solutions and products.,2011,"Rocklin, California, United States",2.0,1.0,JLM Energy,25000000.0,0.0
1412,"Advertising Platforms, Analytics, Information Technology, SaaS, Software, Video, Video Advertising",2019,Zentrick builds technology that empowers ad tech companies to deliver effective video advertising.,2010,"New York, New York, United States",3.0,3.0,Zentrick,3388357.0,1.0
1413,"Android, Consumer Electronics, Mobile, Wellness",2019,We create advanced antenna technology for wireless devices,2014,"Encinitas, California, United States",1.0,3.0,Antenna79,97900000.0,0.0
1414,"3D Printing, Hardware, Manufacturing",2019,MatterFab offers a production 3D metal printer solution that removes the limitations of industrial fabrication.,2013,"Bloomington, Indiana, United States",1.0,3.0,MatterFab,13230000.0,0.0
1415,"Banking, Insurance, SaaS",2019,"Unirisx enables insurers, brokers and intermediaries to launch, distribute and manage insurance products using the latest technology.",2009,"Wilmington, Delaware, United States",1.0,7.0,Unirisx,21326901.0,0.0
1416,"E-Commerce, Home Decor, Internet, Mobile Apps",2019,LUX is the leading mobile app in home-styling and design. Featured as a “Best New App” by Apple. Shop for latest smart home & new design,2015,"South San Francisco, California, United States",2.0,1.0,LUX,3500000.0,0.0
1417,"Graphic Design, Product Design, UX Design, Web Design",2019,"Design is a marketplace where people can obtain high quality design work, on demand, from the best design talent in the world.",2016,"Laguna Niguel, California, United States",2.0,1.0,Design Inc.,2310000.0,0.0
1418,"Cloud Computing, Information Technology, Security, Software",2019,TaaSera develops cloud-based security assessment tools that continuously monitor network behavior to identify compromised systems.,2011,"Cupertino, California, United States",1.0,5.0,TaaSera,21800000.0,0.0
1419,"Brand Marketing, Digital Media",2019,Gift Connect gives advertisers and publishers across any media platform the ability to distribute branded gifts to consumers.,2011,"Rockville, Maryland, United States",2.0,2.0,GiftConnect,6800000.0,0.0
1420,"App Discovery, Computer, Software",2019,Stylyze is a personalized discovery platform that uses color and style to help customers create their lifestyle brand and shop it.,2012,"Sammamish, Washington, United States",2.0,2.0,Stylyze,3740000.0,0.0
1421,"Enterprise Applications, Information Technology, Mobile",2019,"Cloud based smart voice network platform, enabling innovative voice services and applications.",2012,"Milpitas, California, United States",3.0,3.0,Yallo,8000000.0,0.0
1422,"Education, Marketplace, Search Engine",2019,Campus Shift helps college students buy and sell textbooks in the first local and national student–to-student.,2011,"Youngstown, Ohio, United States",2.0,2.0,Campus Shift,55000.0,0.0
1423,"Apps, Mobile, Social Network",2019,HelloTel is a mobile app that turns any hotel check-in into a rich social network.,2014,"Chico, California, United States",1.0,2.0,HelloTel,2500000.0,0.0
1424,"Artificial Intelligence, Electronics, Machine Learning, Manufacturing, Predictive Analytics, Semiconductor",2019,Transforming the Semiconductor and Electronics Manufacturing Industries with Artificial Intelligence,2014,"San Jose, California, United States",1.0,3.0,StreamMosaic,1850000.0,0.0
1425,"Brand Marketing, Cloud Computing, Digital Media, Media and Entertainment, Public Relations, Social Media, Social Media Marketing, Video, Web Design",2019,RendrFX is a SaaS based online motion graphics video creation platform enabling businesses and consumers to create customized HD videos.,2015,"Erie, Pennsylvania, United States",3.0,1.0,RendrFX,667000.0,0.0
1426,"Content, CRM, Information Technology, Marketing, SaaS, Software",2019,WittyParrot is a cloud based SaaS Company focused on enabling effective and consistent communication and content collaboration with,2012,"Cupertino, California, United States",2.0,3.0,WittyParrot,1444000.0,0.0
1427,"Communications Infrastructure, Customer Service, SaaS",2019,Tuul develops SaaS for workflow communication.,2014,"Santa Cruz, California, United States",3.0,1.0,tuul,2400000.0,0.0
1428,"Advertising, Mobile, Software",2019,"A2Zlogix is a privately held company based in Edison, New Jersey that has an extensive solutions portfolio",2011,"Edison, New Jersey, United States",2.0,1.0,A2Zlogix,25000000.0,0.0
1429,"Software, Virtualization",2019,"Avni is radically transforming Data Centers to Virtual Clouds, for the Applications economy.",2013,"Milpitas, California, United States",2.0,1.0,Avni Networks,4500000.0,0.0
1430,"Artificial Intelligence, Blockchain, Cloud Data Services, FinTech, Private Cloud, Property Management, Real Estate, SaaS",2019,Blockchain Technologies for Real Estate,2018,"Alpharetta, Georgia, United States",1.0,2.0,RE Solutions,1500000.0,0.0
1431,Information Technology,2019,SimpleRose is a technology company.,2018,"Saint Louis, Missouri, United States",,1.0,SimpleRose,13000000.0,0.0
1432,"Aerospace, Manufacturing, Robotics",2019,VIRES Aeronautics is a wing design company that improves the flight performance of aerial vehicles.,2013,"Livermore, California, United States",2.0,1.0,Vires Aeronautics,1000000.0,0.0
1433,"Fitness, Health Care, Wellness",2019,"Wellcoin is an online community enabling users, local merchants, and healthcare providers to earn Wellcoins for healthy activities.",2011,"Newton, Massachusetts, United States",2.0,2.0,Wellcoin,1020000.0,0.0
1434,"Beauty, Consumer Goods, E-Commerce, Fashion, Lifestyle, Web Design",2019,Perfumora.com is an open market for stores to sell perfume and bath products.,2015,"Palisades Park, New Jersey, United States",1.0,2.0,Perfumora.com - The Scents Marketplace,10550000.0,0.0
1435,"Crowdfunding, Crowdsourcing, Events, Internet",2019,"Hero Network, Inc. is the world's first and largest social helping network.",2010,"Cherry Hill, New Jersey, United States",1.0,4.0,"Hero Network, Inc.",1958750.0,0.0
1436,"Augmented Reality, Tourism, Travel, Virtual Reality, Virtualization",2019,Owlized produces location-based virtual reality tools that help people connect deeply with the most visited destinations on Earth.,2014,"San Leandro, California, United States",3.0,6.0,Owlized,800000.0,0.0
1437,"Consumer Electronics, Hardware, Internet, Software",2019,Anser Innovation is pioneering interactive IoT technologies that enable remote care.,2011,"Burnsville, Minnesota, United States",3.0,4.0,Anser Innovation,3950000.0,0.0
1438,"Advertising, iOS, Media and Entertainment, News, Web Browsers",2019,Ongo is a website providing users with daily news updates from trusted news brands.,2010,"Cupertino, California, United States",1.0,1.0,Ongo,12000000.0,0.0
1439,"Health Care, Online Portals, Social",2019,WellFX provides a cloud-based social platform and online community for healthcare providers and patients.,2011,"Petaluma, California, United States",2.0,1.0,WellFX,5000000.0,0.0
1440,"Construction, Consumer, PaaS",2019,Viirt is an on demand platform for homeowners who need a new roof.,2014,"Omaha, Nebraska, United States",1.0,2.0,Viirt,920000.0,0.0
1441,"Android, Apps, Messaging, Mobile",2019,"Providing services that enable users to share pictures, videos, and so much more within your text conversations, as interactive content",2012,"Georgia, Louisiana, United States",3.0,5.0,Invi Labs,5000000.0,0.0
1442,"Collaboration, Data Visualization, Developer Tools, SaaS",2019,Visual Planning + Strategy for Product Development Teams: a real-time whiteboard for GitHub and Trello.,2013,"Wilmington, Delaware, United States",2.0,5.0,Cnverg,538000.0,0.0
1443,Biotechnology,2019,Upkara is a biotechnology company.,2014,"Novi, Michigan, United States",,1.0,Upkara,7000000.0,0.0
1444,"Agriculture, Drones, Internet of Things, Predictive Analytics, Robotics, Wearables",2019,Smart Agriculture technology company.,2013,"Wilmington, Delaware, United States",1.0,3.0,Fx Lambda,2100000.0,0.0
1445,"Information Technology, Mobile, Sports",2019,Yapp Media is a mobile second screen application provider for sports fans.,2011,"West Caldwell, New Jersey, United States",1.0,2.0,Yapp Media,20007587.0,0.0
1446,"Biotechnology, Health Care, Pharmaceutical",2019,Medimetrix Solutions Exchange is a resource hub offering healthcare organizations ways to monetize their knowledge-base products.,2010,"Boca Raton, Florida, United States",1.0,3.0,Medimetrix Solutions Exchange,2620466.0,0.0
1447,"Big Data, Events, Predictive Analytics, SaaS, Sponsorship",2019,Radario is a cloud based marketing and sales platform for ticket sales.,2012,"Lewes, Delaware, United States",2.0,2.0,Radario,1450000.0,0.0
1448,"Finance, FinTech, Software, Venture Capital",2019,FlowPay is a payment-processing technology company offering a system for charitable giving.,2011,"Wilmington, Delaware, United States",,2.0,FlowPay,3800000.0,0.0
1449,"Advanced Materials, Electric Vehicle, Manufacturing",2019,Glidecraft is a national brand of hover boards and electric skateboards.,2015,"Clifton, New Jersey, United States",1.0,1.0,"Glidecraft, LLC",500000.0,0.0
1450,"Advertising, E-Commerce, Social Shopping",2019,"WishClouds is a social shopping platform that uses purchase intent data to create significant value for retailers, brands, and advertisers.",2011,"Boca Raton, Florida, United States",1.0,1.0,WISHCLOUDS,4000000.0,0.0
1451,"Enterprise Software, Information Technology, Infrastructure",2019,Focus Automated Equities operates in the technology sector.,2015,"Metairie, Louisiana, United States",,4.0,Focus Automated Equities,5784000.0,0.0
1452,"Education, Rental, Service Industry",2019,"College Book Renter is a textbook company allowing students to rent, buy and sell their college textbooks online.",2009,"Murray, Kentucky, United States",,1.0,College Book Renter,10000000.0,0.0
1453,"Cloud Data Services, Data Center, Health Care, Information Technology, Software",2019,Cequel Data Centers is a Saint Louis-based data center operator.,2010,"Saint Louis, Missouri, United States",,1.0,Cequel Data,49000000.0,0.0
1454,"Fitness, Health Care, Wellness",2019,"Vestiage, Inc. exists to cultivate healthy-aging opportunities for all men and women",2013,"Newport Beach, California, United States",1.0,1.0,Vestiage,10000000.0,0.0
1455,Music Streaming,2019,Mp3Ready a search engine on deep web to find all the music buried in the web.,2017,"Bradley, Oklahoma, United States",2.0,1.0,Mp3Ready,756000.0,0.0
1456,"Electronics, Security, Smart Home",2019,"Devcon Security Services provides installation, monitoring and related electronic security services for enterprises.",2010,"Hollywood, Florida, United States",,1.0,Devcon Security Services,215000000.0,0.0
