,Company.name,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI
524,wedgies,Wedgies offers a social polling service that helps publishers collect survey respondents directly within social media streams.,"Information Technology, Internet, Market Research",8.2,10,48.3,0.308377163
525,socialtables,"Social Tables is a web-based event planning platform for hospitality, meeting and event professionals.","Event Management, Hospitality, Meeting Software, Software, Universities",10.1,10,213.7,0.412938557
526,sproutel,At Sproutel they make toys that help children newly diagnosed with a chronic illness learn and cope through play!,"Consumer Electronics, Robotics",10.3,4,14.0,0.307346939
527,highlight,Highlight is a mobile ambient awareness app that sends the user a push notification when they are near another Highlight user.,"Local, Mobile, Search Engine",1.9,9,1833.7,0.963637861
528,tresensa,TreSensa is a mobile marketing company leveraging __ap and play_ HTML5 games to connect brands/game studios with their target audiences.,"Brand Marketing, Marketing Automation, Mobile Advertising",3.5,7,64.1,0.231451442
529,traitperception,"Traity aims to create a world where we can trust one another, building a reputation standard.","Analytics, Big Data, Reputation",2.1,9,142.4,0.193961266
530,disruptorbeam,Disruptor Beam brings together worldwide fan communities with games created surrounding iconic properties like Game of Thrones & Star Trek.,"Communities, Digital Entertainment, Internet, Mobile",72.0,10,8378.6,0.742775727
531,tokyootakumode,"Tokyo Otaku Mode delivers the latest news on Japanese anime, manga, games, and more through its Facebook page.","E-Commerce, News, Social Media",2.0,10,2595.9,0.478050822
532,artillery,Artillery has closed,"Software, Video Games, Web Development",1.0,6,40.6,0.256922032
533,sqrrl,"Sqrrl provides a big data analytic tool for detecting, investigating, and visualizing advanced cybersecurity threats.","Analytics, Big Data, Cyber Security, Data Integration, Data Visualization, Software",7.0,10,423.1,0.367121863
534,nbdnanotechnologies,NBD develops coatings and additives to modify surface wetting properties,"Electronics, Industrial, Nanotechnology",4.0,9,64615.2,0.248988714
535,screenleap,Screenleap allows you to share your screen and view it from any web-enabled device without installing any software.,"Collaboration, Enterprise Software, SaaS, Software",2.0,10,3130.7,0.919183627
536,credii,"Credii is a web platform for businesses to find, select and buy the right software and services for their needs.","Cloud Computing, Enterprise Software, Information Technology",4.0,10,20074.5,0.227225537
537,avos,AVOS Systems is a technology company with a platform that helps developers create apps in real-time.,"Apps, Real Time, Software, Video Streaming",12.6,8,366.8,0.595987996
538,blinqmedia,BLiNQ Media is a leader in social advertising and delivers localized social commerce solutions at scale.,"Advertising, Marketing, Social Media Advertising",1.0,9,400.5,0.6019877770000001
539,swiftype,"Swiftype, a Y Combinator-backed startup, builds fast & customizable search software for thousands of enterprises, websites and applications.","App Marketing, Developer APIs, E-Commerce, Enterprise Software, Knowledge Management, Open Source, SaaS, Search Engine",4.5,10,135.7,0.18084617100000006
540,lendup,LendUp is a socially responsible lender for the 56% of Americans shut out of mainstream banking due to low credit or volatile income.,"Finance, FinTech, Lending",6.1,10,25125.5,0.730582698
541,staxxon,"Staxxon has developed, patented and prototyped folding and nesting technology for retrofitting or building_shipping containers.","Logistics, Shipping",23.9,3,61.7,0.40550423
542,mdot,M.dot enables businesses and individuals to create and promote their mobile presence through the use of a smartphone app.,"Apps, Mobile, Software",39.9,10,209.3,0.14311053
543,shoptiques,Shoptiques is an online apparel marketplace providing an inventory from local boutiques.,"Fashion, Internet, Marketplace",3.0,8,115.3,0.26415572600000004
544,icracked,"iCracked offers on-demand iPhone, iPad, and Samsung device repair services and offers a platform to sell used devices.","Electronics, Hardware, iOS, Mobile Devices, Software",8.0,10,13626.0,0.996188023
545,symcat,Symcat uses medical data to allow users to check their symptoms against potential diagnoses and plan medical care if necessary.,"Big Data, Health Care, Machine Learning",1.0,9,473.8,0.780510128
546,bestowed,Product discovery service for health-conscious consumers | Marketing & market research platform for better-for-you CPG brands,"E-Commerce, Fitness, Health Care, Nutrition",2.0,10,1212.0,0.377044898
547,appsembler,"Appsembler helps trainers and educators deliver hands-on, immersive learning experiences to their customers, employees, and users.","Corporate Training, E-Learning, EdTech, Software",6.1,8,454.9,0.4647748820000001
548,watchup,Watchup offers an iPad app that enables users to build their own newsreel from trusted news and information channels.,"Journalism, News, Video",3.5,8,366.8,0.595987996
549,stylesaint,"StyleSaint, a fashion media and e-commerce platform, manufactures premium, designer-quality clothing and sells directly to customers.","E-Commerce, Fashion, Lifestyle",1.0,5,32.4,0.458409541
550,expertfile,Expertfile provides content marketing software that enables organizations to manage their experts and thought leaders.,"Advertising, B2B, Events, Lead Generation, SaaS, Software",4.9,4,80.5,0.444867096
551,zapier,Zapier helps anyone to automate the most tedious parts of a day to day job.,"Cloud Computing, Data Integration, SaaS, Software",6.0,9,41.6,0.148841993
552,sketchfab,Enter new dimensions: Sketchfab is the largest platform to publish and find 3D models online.,"3D Technology, FinTech, Real Time, Software",3.0,10,102.2,0.227308413
553,familyleaf,"FamilyLeaf is a social networking platform enabling users to share photos, life updates and information with their families.","Private Social Networking, Social Media",15.3,8,48.3,0.304973659
554,hazelcast,Hazelcast is the leading open source in-memory data grid with tens of thousands of installed clusters.,"Big Data, Cloud Computing, Enterprise Software, Open Source, Software",4.6,10,663.8,0.446422585
555,wallabyfinancial,Wallaby Financial helps consumers get the most out of their credit cards by optimizing usage based on individual preferences.,"Cloud Computing, Credit, Finance",5.1,9,27.7,0.189172282
556,tigerpistol,Tiger Pistol develops social ad automation platforms that help local businesses to drive traffic to their stores through social media.,"Advertising, Marketing Automation, Social Media Marketing",4.2,10,272.2,0.622987862
557,simplivity,SimpliVity develops and manufactures data center infrastructure equipment.,"Information Technology, IT Infrastructure, Software, Virtualization, Web Hosting",57.4,8,9859.8,0.873700027
558,healthloop,HealthLoop is a SaaS-based platform enabling medical practices to monitor and communicate with patients during the recovery process.,"Apps, Health Care, SaaS",1.3,10,1318.1,0.70435355
559,contextrelevant,Versive is the leader is mission-focused adversary detection.,"Analytics, Artificial Intelligence, Big Data, Cyber Security, Machine Learning, Predictive Analytics",8.1,10,2329.9,0.28150595300000003
560,anyperk,"Fond is an employee engagement platform that helps companies attract, retain and motivate their workforces. ","E-Commerce, Human Resources, Loyalty Programs, Subscription Service",4.2,9,93.0,0.370116777
561,prodeasystems,"Prodea provides multi-service, multi-screen platforms for the residential Internet of Things, delivering digital services globally.","Digital Media, Enterprise Software, Internet of Things, Smart Home",15.0,10,116.8,0.20403101
562,servicem8,Small Business Management Software,"Mobile Payments, Small and Medium Businesses, Software, Task Management",2.0,10,318.6,0.239945911
563,transcriptic,Transcriptic is a SaaS-based biotechnology company providing robotic solutions for biology labs.,"Biotechnology, Robotics, SaaS",4.9,10,415.2,0.290256037
564,yashi,Yashi is an award winning location focused video advertising platform.,"Advertising, Advertising Platforms, Video",4.4,6,465.3,0.4736246320000001
565,kaufmannmercantile,Kaufmann Mercantile engages in the online retail of home furnishing products.,"E-Commerce, Lifestyle, Retail",10.5,9,754.3,0.647374356
566,dojo,"Dojo helps Facebook fan page administrators to create sweepstakes, bonus coupons, welcome tabs, and more.","Apps, Social Media, Social Media Marketing",1.0,8,7288.9,0.975793464
567,wefunder,Wefunder is a crowd investing platform that offers capital raising services.,"Finance, Funding Platform",3.0,10,123.3,0.4669566120000001
568,ringadoc,Ringadoc provides cross-platform communication software that enables health care professionals and their patients to communicate virtually.,"Enterprise Software, Health Care, Information Technology",1.0,9,587.4,0.527026761
569,learnzillion,LearnZillion makes the highest quality curriculum teacher friendly via digital and print.,"EdTech, Education",2.0,7,15.5,0.188345473
570,dealcurrentnetwork,"Deal Current Network provides marketing services to businesses including Facebook marketing, reputation management, and online offers.","Advertising, Crowdsourcing, E-Commerce, Fashion, SaaS, Software",5.8,9,85.8,0.212607517
571,nutritionix,"Nutritionix operates a global nutrition database offering data on health, fitness, restaurants, and other food manufacturers.","Fitness, Health Care, Nutrition",5.0,10,36.0,0.110833333
572,triplelift,"TripleLift is the programmatic technology company for native, branded content and OTT.","Advertising, Advertising Platforms, Internet, Software",150.0,9,322.9,0.443095108
573,shophers,Shop Hers is an international luxury marketplace dedicated exclusively to pre-owned designer fashion.,"Fashion, Marketplace, Retail",1.0,8,73.4,0.324781534
574,stopthehacker,StopTheHacker is a technology startup specializing in malware detection and web security solutions.,"Cyber Security, Information Technology, Security",5.4,10,1202.3,0.487762833
575,mykonossoftware,Mykonos Software provides SaaS-based email and collaboration services for small to mid-sized businesses.,"SaaS, Software",16.3,3,25.3,0.851270915
576,knocking,Mobile Live Video Broadcast,"Mobile, Video",1.5,10,393.2,0.26417459
577,boombotix,"Boombotix markets portable and_Bluetooth-enabled_loudspeakers, mobile audio accessories and iOS audio mobile apps.","Consumer Electronics, Hardware, Mobile, Software",4.5,9,85.0,0.190773702
578,nyoombl,Nyoombl is an online conversational tool that matches people with similar interests so that they can strike conversation.,Messaging,14.0,7,35.0,0.237012245
579,airtime,Airtime is a live video platform that allows people to stay in touch with their closest family and friends through real-time sharing.,"Messaging, Photography, Social Media, Video, Video Chat, Video on Demand",1.0,10,812750.1,0.24297064
580,bizzy,Personalized Local Recommendations,"Android, iOS, Local, Location Based Services, Mobile",4.4,9,57.9,0.166277394
581,surfair,Surf Air is a membership airline that offers first-class travel on executive aircraft.,"Air Transportation, Transportation, Travel",10.0,10,179.7,0.182418976
582,greenhousesoftware,Greenhouse is a talent acquisition suite software provider that helps companies become great at hiring.,"B2B, Enterprise Software, Recruiting, SaaS, Software",13.9,9,220.0,0.228140083
583,barkbox,Barkbox is a subscription-based e-commerce and content company for dog lovers.,"Consumer, Content, E-Commerce, Pet, Subscription Service",3.0,9,252.3,0.317504327
584,hint,Hint Inc produces natural flavored unsweetened essence water for consumers to break their addiction to sugar.,"Food and Beverage, Health Care, Water",90.0,10,9998.5,0.32660173800000003
585,wanderable,Wanderable is an online platform that enables couples to fund and arrange honeymoon trips.,"Leisure, Tourism, Travel, Wedding",1.0,8,83.5,0.316906307
586,airpr,AirPR is the data science company for communications and PR.,"Analytics, Content Marketing, Information Technology, Public Relations",5.0,10,1238.2,0.390230662
587,moviepilot,"Creators Media is the first fan-centric media company, empowering users to create content around the fandoms they are passionate about.","Content, Film, Internet, Publishing, Social",1.0,10,90.7,0.176030117
588,doortodoororganics,"Since 1997, Door to Door Organics has been all about empowering people to eat Good Food.","E-Commerce, Food and Beverage, Fruit, Grocery, Lifestyle, Natural Resources, Organic Food",41.1,9,653.0,0.392111564
589,bounceexchange,BounceX enables clients to transform their web traffic by serving content tailored to different visitor segments.,"Analytics, Enterprise Software, Marketing, SaaS",5.0,10,362.3,0.292752646
590,trapit,,,1.0,9,4579.6,0.965640134
591,seismicgames,"Seismic Games is a studio that develops games for Facebook, iOS and Android devices.","Augmented Reality, Mobile, Video Games, Virtual Reality",5.0,7,21.9,0.221534163
592,gyft,"gyft is a mobile gift card app that allows customers to buy, store, send and redeem gift cards conveniently from their mobile device.","Gift Card, Internet, Mobile, Mobile Payments",25.0,8,6648.4,0.927335333
593,commercesciences,Commerce Sciences offers website personalization platform for online marketers to convert more customers.,"Advertising, E-Commerce, Personalization",5.0,9,275.4,0.332512187
594,citygro,Simple Loyalty Marketing Software.,"CRM, Marketing Automation, SaaS",1.7,10,123.4,0.36483061
595,betterdoctor,"BetterDoctor, a technology company, delivers provider directory data and has a database that can be accessed through a responsive API.","Apps, Database, Developer APIs, Health Care, Internet, Medical, Mobile, SaaS, Search Engine",4.0,10,1221.9,0.453883839
596,careviewcommunications,,,6.2,10,273.0,0.196244952
597,phishme,Cofense is a provider of phishing threat management for organizations concerned about human susceptibility.,"Cyber Security, Enterprise Software, Security",69.0,10,263.7,0.175678974
598,gagasportsentertainment,FanCompass offers a social CRM platform that enables athletic programs to engage fans for data collection and monetization.,"Internet, Social CRM, Sports",15.5,9,174.7,0.186480119
599,gridium,"Buildings use Gridium's best-in-class software to lower energy costs, streamline maintenance, coordinate vendors, and delight occupants.","Analytics, Big Data, Database, Energy, Enterprise Software, Information Technology",4.2,10,395.9,0.711710223
600,12society,12Society is a commerce platform that allows brands to distribute physical products via celebrity curation and viral social media marketing.,"E-Commerce, Social Media Marketing, Subscription Service",1.0,6,11965.4,0.64372513
601,sonicnotify,Signal360 is a provider of proximity based moments powered by the latest technology across platforms.,"Advertising, Audio, Broadcasting, Content, Events, Local, SaaS, Software",37.1,10,494404.4,0.150870754
602,khanacademy,"Khan Academy provides a free world class education for anyone, anywhere.","E-Learning, Education, Internet",25.1,10,1037.6,0.375337577
603,sunglass,"Sunglass enables designers to share and collaborate around 3D content in building tomorrow__ products, buildings and cities.","3D Technology, Architecture, Product Design, Software",1.0,3,122.6,0.456574385
604,centup,Reward your favorite creators and make t,"Blogging Platforms, Crowdsourcing, File Sharing, News, Publishing",1.0,5,10.5,0.215419501
605,buildzoom,Buildzoom is enabling people to live and work in beautiful spaces by transforming construction into a delightful experience.,"Big Data, Construction, Home Improvement, Home Renovation, Home Services, Marketplace, Smart Building, Smart Home",8.2,9,882.3,0.366987144
606,stylehaul,"A global marketing services and media company that connects brands to social creators through content programs, events and media solutions.","Beauty, Brand Marketing, Content Marketing, Digital Marketing, Fashion, Marketing, Social Media Advertising, Social Media Marketing, Video",6.5,10,122.3,0.401437025
607,cosmiccart,Cosmic is the leading commerce gateway providing retailers with the ability to sell anywhere.,"Digital Media, E-Commerce, Mobile, SaaS",1.6,9,321.3,0.317943784
608,cask,Cask provides the first unified integration platform for Hadoop and Apache Spark.,"Analytics, Big Data, Developer APIs, Open Source",17.2,9,356.8,0.1993277
609,beyondtrust,"BeyondTrust provides ISMS, vulnerability management, and assessment and data security solutions.","Cloud Computing, Security, Software",108.1,10,354036.8,0.623473882
610,brit,"Brit + Co is a media company that inspires, educates and entertains real women with a creative spirit.","Digital Media, E-Commerce, Events, Internet, Retail",5.0,10,71419.3,0.993870723
611,goodsie,Goodsie provides modern e-commerce software for create online stores for small and medium size retailers without the need for coding.,"E-Commerce, Online Portals, Retail",1.0,10,666.2,0.61365437
612,uberlabs,Gazemetrix offers brands insight into when and where their brand was photographed across social media in real time.,"Advertising, Analytics, Machine Learning, Social Media",1.0,9,35.5,0.151485816
613,cambriangenomics,"Cambrian Genomics is a biotechnology company which uses a novel, laser based technique to synthesize DNA.","Biotechnology, Genetics, Pharmaceutical",1.0,8,144.4,0.576200305
614,bitium,"Bitium is a SaaS-based software operating system providing app management, single sign-on and analytics for cloud-based apps.","Cloud Computing, Cyber Security, Identity Management, SaaS, Security, Software",10.0,10,41005.7,0.5844179589999999
615,xlhybrids,"XL Hybrids develops hybrid electric conversion technology for Class 1 through 3 commercial vans and trucks, improving the fuel economy.","Automotive, Clean Energy, CleanTech, Electronics, Fuel, Information Technology, Software",13.2,10,234.9,0.426741559
616,medallia,Medallia provides software-as-a-service customer experience management.,"Customer Service, Enterprise Software, Loyalty Programs, SaaS, Text Analytics",283.8,10,1107.9,0.286795851
617,accellion,Accellion is a privately held software company.,"Cloud Security, Collaboration, Enterprise Software, File Sharing, Private Cloud, Security, Software",16.5,10,725.0,0.507555501
618,dyn,Dyn is a pioneer in managed DNS and in cloud-based infrastructure that connects users with digital content and experiences across internet.,"Cloud Computing, Internet, SaaS, Web Hosting",30.0,10,10043.1,0.313221205
619,trxsystems,"TRX Systems is the developer of NEON®, a location system delivering tracking services inside GPS-disabled buildings.","Location Based Services, National Security, Navigation, Security, Software",5.6,10,37.2,0.127659267
620,droisys,"
Droisys is leading innovative company working on technologies like gamification, Artificial Intelligence, app development, etc. ","Artificial Intelligence, Consulting, Gamification, Mobile Apps, NFC, SaaS",21.9,9,151.8,0.217149151
621,socialgrowthtechnologies,Social Growth Technologies delivers online advertising and virtual currency monetization in the social gaming and e-commerce environments.,"Advertising, Online Portals, Social Network",31.0,3,8.2,0.557703748
622,plaid,Plaid provides companies the tools and access needed for the development of a digitally-enabled financial system.,"Financial Services, FinTech, SaaS, Software",6.0,9,108.3,0.197056158
623,pingmd,"PingMD develops a solution that_facilitates the_communication between patients, doctors and colleagues.","Developer Platform, Health Care, Medical",7.9,10,980.9,0.200577352
624,nanoviricides,"Biopharma, Biotechnology, Medical",,4.6,10,274.8,0.575053128
625,semaconnect,SemaConnect is a provider of electric vehicle charging stations and software solutions for station owners and electric vehicle drivers.,"Automotive, Electric Vehicle, Hardware",1.0,10,209.4,0.222505015
626,cumulusnetworks,"Cumulus Networks, a software company, designs, and sells Linux operating systems for networking hardware.","Cloud Computing, Linux, Web Hosting",15.0,10,3833.8,0.482622027
627,3dcartshoppingcartsoftware,3DCart provides an easy-to-use e-commerce solution suite to design any type of online business portals.,"E-Commerce, E-Commerce Platforms, SaaS, Web Design, Web Development",10.7,9,172.3,0.139627093
628,spansion,Spansion is a company works on flash memory solutions.,"Embedded Systems, Hardware, Software",1300.0,10,387738.8,0.40709881
629,propertyware,Propertyware offers a suite of customer relationship management (CRM) and e-commerce solutions for landlords and property managers.,"CRM, Property Management, Real Estate",73.3,10,980.9,0.496555315
630,fisherinvestments,"Fisher Investments is an independent, fee-only investment adviser.",Financial Services,300.0,10,589.0,0.56257978
631,unmetric,The only Social Media Intelligence Platform Focused on Brands.,"Analytics, Social Media, Social Media Management",5.8,10,357.5,0.238576361
632,intellectualventures,Intellectual Ventures is engaged in the business of invention.,Finance,2000.0,10,171292.2,0.191067538
633,automd,"AutoMD is a web app with a repository of text, photo, and video DIY repair guides that help users diagnose problems with their vehicles.","Automotive, Consumer Software",8.5,9,40.8,0.132148693
634,endplay,"EndPlay provides cloud-based content management, engagement and monetization solutions that help brands better connect with their audiences.","Advertising, Cloud Computing, Content, SaaS",4.3,10,101.3,0.134567503
635,americanreadingcompany,American Reading Company provides curriculum for students that is designed by teaching professionals.,"E-Commerce, EdTech, Education",69.9,6,122.7,0.2868872
636,meteorentertainment,Meteor Entertainment develops and publishes free-to-play video games.,"Digital Entertainment, Publishing, Software, Video Games",6.2,2,20.0,0.5
637,toptal,"Toptal is a global network of top talent in business, design, and technology that enables companies to scale their teams, on demand.","Financial Services, Human Resources, Product Design, Software, Software Engineering",15.0,8,1280.9,0.598025875
638,skytree,Skytree is a software company that develops and publishes a machine learning platform for advanced analytics.,"Analytics, Big Data, Machine Learning",8.0,10,153.7,0.240061142
639,circleup,"CircleUp is an investment marketplace for innovative, early-stage consumer product and retail businesses.","Finance, Lending, Venture Capital",4.1,10,37.7,0.113157765
640,kippt,"Kippt is a collaborative bookmarking system for professional networks, allowing users to collect and share content.","Information Technology, Social Bookmarking, Social Media",1.0,10,624.5,0.6492351479999999
641,consultadoctor,"Consult A Doctor provides telemedicine services for patients to connect with doctors via phones, emails, and videos.","Health Care, Hospital, Medical",19.2,10,301.0,0.248169888
642,cloudone,ClearObject is an IoT systems innovator helping companies to connect their bold ideas to the internet of things.,"Cloud Computing, Internet of Things, SaaS, Software",12.0,10,6479.1,0.858793947
643,plyfe,"Plyfe is an automated marketing and rich media platform that uses fun mechanics to acquire, engage and influence audiences.","Consumer, Digital Media, Marketing",1.0,10,598.5,0.30012941
644,thebaycitizen,The Bay Citizen is a fact-based independent reporter of civic and community issues in the San Francisco Bay Area.,"Internet, Internet of Things, News, Non Profit",3.8,10,13534.0,0.361074094
645,naughtydog,"Naughty Dog, a video game developer that produces games on PlayStation systems, including the Crash Bandicoot and Jak and Daxter franchises.","Gaming, Video Games, Web Development",40.0,10,29299.5,0.174471083
646,genesismedia,Genesis Media is the only platform making advertising decisions based on real-time user attention.,"Internet, Predictive Analytics, Publishing, Video Advertising",7.1,9,137.8,0.19322402
647,anaplan,"Enterprise Software, Information Technology, Sales",,248.1,10,1345.1,0.79751984
648,gnshealthcare,GNS Healthcare is a big data analytics company focuses on discovering what works in the healthcare industry and for whom.,"Analytics, Big Data, Bioinformatics",15.0,10,566.0,0.349482451
649,thuuz,Thuuz sells a revolutionary Personalized Sports Entertainment platform enabling the Ultimate Sports Guide and Automated Highlight Reels,"Ediscovery, Mobile, Sports",5.8,10,69.9,0.173128995
650,monetsoftware,Monet Software is a global provider of workforce optimization solutions for small and medium sized contact centers.,"Enterprise Software, Small and Medium Businesses, Software",12.5,10,442.3,0.32737250100000004
651,transoniccombustion,Transonic Combustion is a cleantech company developing fuel injection systems.,"Automotive, Clean Energy, CleanTech",1.0,10,169.6,0.222818257
652,polarispartners,Polaris Partners __as a 20+ year history of partnering with __ntrepreneurs and innovators improving the way we live and work.,"Big Data, Biotechnology, Health Care, Marketplace, Medical Device, SaaS",78.5,8,26215.4,0.490967699
653,edenparkillumination,Eden Park Illuminations is a lighting technology company based in New York City.,"Electrical Distribution, Electronics, Lighting, Manufacturing",19.2,7,114.1,0.219152903
654,telenav,"Advertising, Advertising Platforms, Automotive, GPS, Local, Location Based Services, Mapping Services, Mobile, Mobile Advertising, Mobile Apps, Navigation, Search Engine, Wireless",,106.2,9,4633.7,0.546864948
655,thanx,Effortless customer retention and loyalty.,"Consumer Reviews, CRM, Loyalty Programs, Mobile",1.7,10,54.6,0.198305358
656,nextstepliving,Next Step Living provides home energy evaluations and solutions for individuals and organizations.,"Energy, Energy Efficiency, Home Renovation, Renewable Energy",25.0,10,83.0,0.16638989699999998
657,booktrack,Booktrack is an artificial intelligence soundtrack company.,"Artificial Intelligence, EdTech, Education, Software",3.3,10,275.5,0.289440022
658,giggle,Giggle operates as an online multichannel retailer of baby care products.,"E-Commerce, Online Auctions, Retail",5.0,9,59.4,0.176365224
659,esosolutions,"The ESO Solutions creates electronic patient care reporting, and other software solutions for public and private emergency medical services.","Enterprise Software, Medical, Medical Device",14.1,10,1283.6,0.624828335
660,pramata,Pramata helps large B2B enterprises eliminate revenue leakage.,"Analytics, Cloud Computing, CRM, Information Technology, Software",9.3,10,488.1,0.319671908
661,winstonpharmaceuticals,Winston Pharmaceuticals is engaged in the development of pain management products.,"Biotechnology, Pharmaceutical, Therapeutics",1.4,9,178678.8,0.256206087
662,surgeaccelerator,"SURGE, a seed fund and mentor-driven accelerator, invests in and enables entrepreneurs to solve the world's energy problems.","Energy, Energy Efficiency, Oil and Gas",5.7,10,97.7,0.167654414
663,azimadli,Azima DLI manufactures software and instrumentation for machine condition monitoring and assessment.,Software,16.9,9,36248.2,0.991842609
664,fobo,FOBO is a mobile app enabling users to sell goods using their mobile phones.,"Hardware, Local, Mobile, Software",4.4,8,72.2,0.442004742
665,catalystsecure,Catalyst Repository Systems provides litigation support software and hosted document repositories.,"Ediscovery, Legal, Service Industry",23.8,9,602.9,0.297790045
666,netelement,,,62.8,10,17513.4,0.7911318079999999
667,eroi,"eROI is a digital marketing agency offering online strategy development, and website, blog, social media, and email marketing solutions.","Advertising, Digital Marketing, Social Media",1.0,8,109.9,0.221323711
668,nanolumens,"NanoLumens is engaged in the research, product development, marketing and sales of LED display solutions.","Digital Signage, Electronics, Hardware, Manufacturing, Software",28.9,10,388710.0,0.4148775
669,tetrisonline,Tetris Online is a game development company that develops and publishes electronic entertainment properties.,"Digital Entertainment, Online Games, Web Development",8.0,6,65.5,0.419040848
670,legalsifter,Document review in a minute or two.,"Artificial Intelligence, Contact Management, Legal, Machine Learning, Natural Language Processing, Software",2.2,9,40.4,0.21430497
671,bisresearch,BIS Research is a global cutting edge technology research and advisory company which focuses on different emerging trends in technology.,"Business Intelligence, Consulting, Market Research",9.5,9,169.0,0.191508701
672,opentest,Loom is a new kind of work communication tool that helps you get your message across through instantly shareable video.,"Enterprise Software, SaaS, Video",5.0,9,1915.0,0.504039218
673,creditera,"Nav bridges the gap between SMB and financial institutions by bringing transparency, certainty, and efficiency to B2B credit and financing.","Finance, Financial Services, FinTech",4.0,10,1298.7,0.427560285
674,fitnet,Video distribution and compliance platform for mobile health and fitness.,"Digital Media, Enterprise Software, Fitness, Health Care, Mobile",3.1,8,290.6,0.633948131
675,agilebio,Collaborative and management solutions for laboratories,Software,4.5,1,1.0,0.702479339
676,tellspec,"Real time nondestructive solution for food testing, food-safety, food-authenticity and food-traceability","Artificial Intelligence, Big Data, Blockchain",9.5,9,56.0,0.319451531
677,evolvtechnologies,"Evolv Technology applies sensors, data, and machine learning to detect and prevent a wide set of global threats to people.","Computer Vision, Machine Learning, Physical Security, Public Safety",6.5,10,909.4,0.372847065
678,saviantconsulting,"A technology consulting partner for asset-intensive & field-force heavy Enterprises; using IoT, Analytics, Mobility as business accelerators","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Enterprise Applications, Industrial Automation, Machine Learning, Mobile Apps, Predictive Analytics",3.5,10,277.0,0.559845169
679,turbotenant,"Landlord and tenant software. Online vacancy marketing, tenant screening, online rent payments, rental applications.","Real Estate, Software",2.0,10,1174.2,0.531280911
680,girnarsoft,GirnarSoft is a business value focused IT company working on offshore and outsourced software development.,"Developer Tools, Enterprise Software, Mobile, Web Development",5.0,9,458.9,0.618751692
681,traknprotect,Revolutionizing Hotel Operations ,"Hardware, Hospitality, Software",1.4,10,831.1,0.253172233
682,socialix,"Socialix is a professional networking platform for social influencers, bloggers talent agencies and brands.","Social Media, Social Media Marketing",2.0,8,35.3,0.220987248
683,tiinkk,Tiinkk is a data analytics company focused on capturing consumer insights to provide a true 2-way connection between brands and consumers.,"Market Research, Mobile, Social Media",1.0,9,513.1,0.6985061929999999
684,resectechnologies,"ReSec Technologies is the only cybersecurity provider that offers organizations 360° of security, effectively preventing cyber threats","B2B, Cloud Security, Cyber Security",11.4,10,1546.9,0.322334688
685,blockstack,Blockstack is a new internet for decentralized apps where users own their data directly.,"Bitcoin, Developer Platform, Open Source",1.0,9,50.7,0.190660147
686,outerplaces,Where Science Meets Science Fiction,"Digital Media, E-Commerce, Events, Subscription Service",5.8,9,49.6,0.260048127
687,kairoswatches,Smart watch maker with focus on creating unique hybrid (analog+digital) products,"Manufacturing, Product Design, Wearables",1.0,6,190.5,0.889681664
688,teamblind,"Blind is an exclusive, anonymous community app for the workplace.","Communities, Mobile, Social Media",1.1,10,2882.4,0.339650137
689,jisto,Transforming idle computation cycles in organizations into a powerful cloud computing platform capable of taking on massive computations,"Big Data, Cloud Computing, Information Technology",1.0,10,93614.4,0.26020386100000004
690,fashiongps,Fashion GPS is a software company providing B2B software products for the global fashion industry.,"B2B, Enterprise Software, Software",2.7,4,60.0,0.419605556
691,foodcrave,FoodCrave is a website for online food delivery service.,"Delivery, Delivery Service",4.0,10,99.6,0.23512524
692,urbanbound,UrbanBound is the smart software solution for managing employee relocation benefits.,"Human Resources, SaaS, Software",5.3,10,9053.7,0.488936859
693,waypointmedia,"Waypoint Media makes large scale, targeted advertising through eSports and Gaming content creators possible.","Advertising, Advertising Platforms",4.4,9,113.8,0.189428313
694,autolotto,,,1.5,4,17.5,0.315918367
695,icecreamlabs,Icecream Labs is the only AI powered platform which provides on-demand Intelligent Merchandising solutions,"Artificial Intelligence, Computer Vision, Machine Learning, Mobile, Visual Search",1.0,9,110.9,0.207505442
696,tenantturner,Tenant Turner is a Y Combinator-company formed out of the aftermath of the 2008 financial and housing crisis.,"Internet, Property Management, Real Estate",1.0,10,1851.3,0.341924913
697,monkey,Monkey is a mobile advertisement platform that connects emerging market consumers with local and global brands using mobile talk-time.,"Mobile, Mobile Advertising, Mobile Payments",1.0,10,2045.8,0.368895475
698,logfuze,LogFuze is an IoT Analytics Company,"Analytics, Artificial Intelligence, Internet of Things, Machine Learning",1.0,10,4002.6,0.462644464
699,questis,Questis is a financial wellness delivery platform for the enterprise.,"Financial Services, FinTech, Personal Finance",5.0,9,119.9,0.185358107
700,yuggler,"Yuggler defeats family boredom in seconds, from anywhere, at anytime.","Family, Lifestyle, Mobile Apps, Parenting, Travel",1.5,9,77.2,0.382822358
701,rpmarketplace,Connecting businesses to professional 3D printing & rapid prototyping Suppliers by offering a secure platform to fund and manage projects.,"3D Printing, Manufacturing, SaaS",3.1,10,242.7,0.240847498
702,sayist,Video Classifieds Website and Mobile App,"Advertising, Android, Apps, Communities, iOS, Video",3.8,10,229.7,0.201504338
