company_name,city,state,employees,founded,Industry,CityRanking,estimated_revenues,job_openings,growth_percentage
AeroFarms,Newark,NJ,130,2004.0,53,69,0.0,36,2%
Health Recovery Solutions,Hoboken,NJ,158,2012.0,1,81,42660000.0,27,76%
United E&C,Piscataway,NJ,111,,17,77,32190000.0,1,236%
Nuvolo,Paramus,NJ,297,2013.0,4,131,43065000.0,89,29%
DriveWealth Holdings,Chatham,NJ,125,,2,135,26250000.0,14,102%
Vision Solar,Blackwood,NJ,65,2018.0,28,150,13650000.0,1,20%
BetMGM,Jersey City,NJ,347,2018.0,97,116,0.0,44,197%
Boll & Branch,Summit,NJ,104,2014.0,5,171,26104000.0,3,68%
SourceBlue,Montvale,NJ,73,2001.0,17,188,21170000.0,1,192%
StealthAgents,Willingboro,NJ,111,2014.0,48,241,19092000.0,1,171%
Neptune Retail Solutions,Jersey City,NJ,288,2020.0,18,170,72000000.0,1,164%
Freshpet,Secaucus,NJ,263,2006.0,5,264,66013000.0,7,19%
Atyeti,Princeton,NJ,299,2008.0,4,195,43355000.0,1,149%
Corcentric,Cherry Hill,NJ,489,1996.0,4,11,70905000.0,3,3%
Insmed Incorporated,Bridgewater,NJ,548,,14,366,84940000.0,34,16%
Burgiss,Hoboken,NJ,318,1987.0,3,390,66780000.0,1,17%
FlexiVan,Kenilworth,NJ,187,1955.0,41,414,61336000.0,1,9%
Iranian American Medical Association,Haledon,NJ,104,1993.0,50,455,0.0,1,131%
TRANZACT,Fort Lee,NJ,781,,18,485,195250000.0,1,23%
Data Dynamics,Teaneck,NJ,100,2012.0,4,499,14500000.0,1,127%
RLS Logistics,Newfield,NJ,230,1968.0,12,533,70150000.0,5,10%
Eastern Union,Howell,NJ,195,2001.0,11,536,0.0,1,54%
SwagUp,Union City,NJ,99,2017.0,20,582,24750000.0,1,120%
Pinnacle Treatment Centers,Mt. Laurel,NJ,646,,8,606,174420000.0,171,18%
Claim Genius,Iselin,NJ,71,2017.0,4,628,10295000.0,1,45%
Blue Sage Solutions,Englewood Cliffs,NJ,57,2011.0,4,676,8265000.0,1,78%
Apprentice.io,Jersey City,NJ,48,2014.0,14,287,7440000.0,1,78%
The Inception Company,Fairfield,NJ,111,2005.0,55,710,22755000.0,1,39%
Comar,Voorhees,NJ,443,1949.0,107,716,0.0,1,20%
Legend Biotech USA,Piscataway,NJ,340,2014.0,14,297,52700000.0,22,50%
ZRG Partners,Rochelle Park,NJ,269,1999.0,39,740,32280000.0,1,22%
Accelirate,Edison,NJ,198,2016.0,126,756,27405000.0,16,14%
SCYNEXIS,Jersey City,NJ,63,2000.0,14,303,0.0,1,34%
SightSpectrum,Mt. Laurel,NJ,133,2017.0,4,793,19285000.0,1,105%
Albireo Energy,Edison,NJ,512,2013.0,28,794,107520000.0,48,10%
General Tools,Secaucus,NJ,68,1922.0,5,807,17068000.0,1,3%
Oyster Point Pharma,Princeton,NJ,73,2015.0,40,313,14673000.0,1,103%
Adcuratio Media Inc.,New Jersey,NJ,60,2015.0,18,860,15000000.0,1,100%
Zealogics,Bridgewater,NJ,64,2012.0,4,865,9280000.0,1,100%
Dignitas,Newark,NJ,82,2003.0,77,341,16564000.0,3,24%
Testing Mavens,Hillsborough,NJ,39,2013.0,4,930,5655000.0,1,129%
Intellectt Inc.,Iselin,NJ,102,2018.0,39,952,12240000.0,1,96%
Flow,Hoboken,NJ,92,2015.0,80,968,12470000.0,2,23%
Malbek,Somerset,NJ,35,2017.0,4,1005,5075000.0,1,52%
Visual Lease,Woodbridge,NJ,134,1995.0,3,1017,12780000.0,21,7%
Analytical Wizards,Somerville,NJ,107,2014.0,25,1035,6880000.0,1,20%
SPHERE Technology Solutions,Hoboken,NJ,52,2009.0,4,1078,7540000.0,1,49%
MJH Life Sciences?,Cranbury,NJ,521,,55,1094,106805000.0,1,30%
Forbes Advisor,Jersey City,NJ,77,1917.0,5,394,19327000.0,1,88%
College Achieve Public Schools,Plainfield,NJ,52,2015.0,38 ,1150,9360000.0,1,117%
Arable Labs,Princeton,NJ,63,2014.0,53,399,0.0,1,15%
"Claims Conference, The",Newton,NJ,204,,50,1327,0.0,1,9%
Genesis Research,Hoboken,NJ,108,2009.0,40,1338,21708000.0,1,80%
ADMA Biologics,Ramsey,NJ,238,2004.0,14,1377,36890000.0,30,11%
Allentown,Allentown,NJ,150,1968.0,49,1388,15300000.0,1,7%
Keller Williams Realty Metropolitan,Morristown,NJ,44,,11,1395,0.0,1,33%
iLABS (Innovation Labs) Inc.,Mahwah,NJ,45,2019.0,57,1402,0.0,1,105%
SimplifyVMS,Jersey City,NJ,57,2016.0,4,461,8265000.0,1,104%
Total Comfort Group,Eatontown,NJ,43,2008.0,51,1473,10277000.0,1,30%
USClaims,Delray Beach,NJ,63,1996.0,6,1481,13230000.0,1,75%
The Earle Companies,Wall Township,NJ,73,1968.0,17,1519,21170000.0,1,3%
Dista,Princeton,NJ,48,2017.0,4,475,6960000.0,1,100%
Transcend,Piscataway,NJ,58,2013.0,6,476,12180000.0,1,29%
Computer Data Source,Eatontown,NJ,454,1990.0,4,1559,0.0,1,9%
Flowonix Medical,Mount Olive,NJ,106,2005.0,7,1636,26606000.0,1,0%
New Jersey American Water,Camden,NJ,335,,69,41,73700000.0,1,3%
Talenya,Hoboken ,NJ,68,2017.0,39,1680,8160000.0,1,-1%
Equilibrium Mortgage Solutions,Parsippany-Troy Hills Township,NJ,95,2013.0,48,1702,16340000.0,1,70%
SysCloud,Red Bank,NJ,140,2013.0,4,1745,20300000.0,1,69%
Verified Market Research,Boonton,NJ,89,2015.0,49,1767,9078000.0,1,68%
First Connect Health,Newark,NJ,40,2017.0,39,521,4800000.0,1,90%
Emonics,Jersey City,NJ,169,,4,524,24505000.0,1,67%
Fusion Transport,Glen Rock,NJ,83,,41,1835,27224000.0,1,66%
Eos Energy Storage,Edison,NJ,97,2008.0,28,1843,20370000.0,1,52%
Fusion Health,Woodbridge Township,NJ,71,2006.0,1,1849,0.0,1,51%
QE Solar,Springfield,NJ,66,2010.0,28,1863,13860000.0,1,65%
Clarity Labs,Warren,NJ,39,2017.0,8,1943,10530000.0,1,86%
AllStars Medical Billingￃﾂￂﾮ,Chicago,NJ,35,2017.0,8,1972,9450000.0,1,84%
SSI Strategy,Parsippany,NJ,65,2010.0,40,1999,13065000.0,1,33%
Hackensack Meridian School of Medicine,Nutley,NJ,121,,38 ,2028,21780000.0,1,61%
Hacker Combat? - #1 Cyber Security Feed,Clifton,NJ,140,2012.0,55,565,28700000.0,1,61%
Hacker Combat™,Clifton,NJ,140,2012.0,55,566,28700000.0,1,61%
FHG Enterprises,Clifton,NJ,159,,52,2056,27825000.0,1,61%
CHERRY HILL PUBLIC SCHOOLS,Cherry Hill,NJ,65,,38 ,57,11700000.0,1,59%
Denholtz Properties,Red Bank,NJ,50,1954.0,11,2097,0.0,1,9%
Data Glove Inc.,Princeton,NJ,111,2009.0,4,574,16095000.0,1,59%
Alliance Global Communications,Plainsboro,NJ,41,,16,2144,13325000.0,1,78%
ELLKAY,Elmwood Park,NJ,259,2002.0,4,2179,37555000.0,1,43%
Telcom Engineering Group Inc.,Carlstadt,NJ,39,1991.0,16,2185,12675000.0,1,5%
Vytalize Health,Hoboken,NJ,55,2014.0,1,2234,14850000.0,1,62%
NeurAbilities Healthcare,Voorhees,NJ,90,2005.0,22,2253,24300000.0,1,55%
OSG,Ridgefield Park,NJ,143,,4,595,20735000.0,1,55%
Hexaview Technologies Inc.,New Jersey,NJ,175,2010.0,4,2295,25375000.0,1,55%
VoiceComm,Pennsauken,NJ,82,2001.0,94,2354,0.0,1,39%
Marathon Health,Winooski,VT,614,,19,1283,165780000.0,42,22%
DealerPolicy,Colchester,VT,123,2015.0,0,1486,27060000.0,2,3%
Middlebury College Student Investment Committee,Middlebury,VT,48,1987.0,33,1536,10896000.0,1,100%
Reading Plus,Winooski,VT,120,1995.0,4,1605,17400000.0,3,-1%
Aspire Living & Learning,Barre,VT,144,1981.0,29,2757,0.0,1,47%
Champlain Valley School District,SHELBURNE,VT,48,,38 ,3193,8640000.0,1,55%
The Hermitage Club at Haystack Mountain,Wilmington,VT,64,2020.0,74,3460,16192000.0,1,36%
Essex Westford School District,Essex Junction,VT,98,2017.0,38 ,3717,17640000.0,1,34%
New Breed,Burlington,VT,108,2002.0,18,3991,27000000.0,1,32%
Leader,Swanton,VT,68,,46,4650,24004000.0,1,26%
Pathways Vermont,Burlington,VT,73,2010.0,81,5412,23579000.0,1,22%
NuHarbor Security,Colchester,VT,70,2013.0,21,5608,14280000.0,1,21%
Coldwell Banker Hickok & Boardman,Burlington,VT,37,1958.0,11,6094,0.0,1,28%
Champlain Valley Office of Economic Opportunity,Burlington,VT,38,1965.0,81,6256,12274000.0,1,27%
Mansfield Hall,Burlington,VT,54,2012.0,38 ,6774,9720000.0,1,23%
Adam Hergenrother Companies,South Burlington,VT,41,2006.0,11,6969,0.0,1,21%
High Mowing Organic Seeds,Wolcott,VT,42,1995.0,5,7061,10542000.0,1,20%
The BOMA Project,Manchester Center,VT,52,2005.0,98,7317,0.0,1,18%
University of Vermont Rubenstein School of Environment and Natural Resources,Burlington,VT,36,1973.0,38 ,7401,6480000.0,1,16%
King Arthur Baking Company,Norwich,VT,324,1790.0,23,7457,87480000.0,1,11%
Palmetto,Charleston,SC,302,2009.0,28,267,63420000.0,6,96%
ChartSpan Medical Technologies,Greenville,SC,106,2012.0,1,273,28620000.0,1,4%
International Youth Neuroscience Association,Fort Mill,SC,154,2016.0,98,2,0.0,1,161%
Palmetto,Charleston,SC,289,2010.0,28,278,60690000.0,6,88%
Refuel Operating Company,Charleston,SC,65,2008.0,35,317,14755000.0,1,124%
AccessOne,Fort Mill,SC,133,2002.0,8,424,35910000.0,2,6%
Alpha Genesis,Yemassee,SC,48,2003.0,14,450,7440000.0,1,17%
Mailprotector,Greenville,SC,32,1999.0,21,502,6528000.0,1,39%
Vikor Scientific,Charleston,SC,251,2018.0,14,681,38905000.0,1,113%
98 Ventures,Greenville,SC,87,2019.0,109,1008,0.0,1,64%
ZVerse,West Columbia,SC,60,2013.0,4,1119,8700000.0,1,88%
GoodUnited,Charleston,SC,50,2014.0,4,1135,7250000.0,1,117%
UNITS Moving & Portable Storage.,Johns Island,SC,46,2005.0,5,1227,11546000.0,1,84%
Industrial Network Group,Spartanburg ,SC,72,2015.0,99,1613,0.0,1,71%
Synergi Partners,Florence,SC,119,2018.0,25,1785,8800000.0,1,68%
Capital Waste Services,Columbia,SC,30,2015.0,28,2051,6300000.0,1,67%
Comporium Communications,Rock Hill,SC,677,1894.0,16,2112,220025000.0,1,1%
Job Impulse,Greenville,SC,30,2013.0,47,2171,6030000.0,1,76%
Boiler Tube Company of America (BTA),Lyman,SC,53,1918.0,73,2214,12985000.0,1,77%
NannyPod - Sitters & Nannies,Mount Pleasant,SC,37,2014.0,3,2529,0.0,1,68%
AMAROK Security,Columbia,SC,130,1973.0,89,2696,22620000.0,1,48%
W International,Goose Creek,SC,100,2013.0,70,2719,30800000.0,1,47%
Coroplast Tape Corporation,Rock Hill,SC,35,2014.0,42,2939,11550000.0,1,59%
Sands Investment Group,Mount Pleasant,SC,119,,11,2958,0.0,9,37%
Savannah River Remediation,Aiken,SC,369,,28,3155,77490000.0,1,42%
Premier Medical Laboratory Services,Greenville,SC,83,2007.0,14,3274,12865000.0,1,38%
Jadex Inc.,Greer,SC,60,,107,3434,0.0,1,36%
Alltrista Plastics,Greer,SC,141,1973.0,107,3468,0.0,1,37%
Unique USA Inc.,Fort Mill,SC,80,,94,3545,0.0,1,36%
First Palmetto Bank,Camden,SC,88,1904.0,32,3582,18480000.0,1,35%
LifeMade Products,Greer,SC,44,2020.0,106,3804,0.0,1,47%
Southwark Metal Mfg. Co.,Piedmont,SC,145,1946.0,43,3879,46545000.0,1,33%
Excel Real Estate,Columbia,SC,57,2017.0,11,3884,0.0,1,46%
Beaufort-Jasper Water & Sewer Authority,Okatie,SC,62,1954.0,69,3888,13640000.0,1,32%
SC House Calls,West Columbia,SC,91,2014.0,8,3955,24570000.0,1,32%
PenServ Plan Services,Columbia,SC,63,1986.0,6,4278,13230000.0,1,29%
UST Select,Greenville,SC,45,2019.0,12,4351,13725000.0,1,41%
Crunchy Data Solutions,Charleston,SC,77,2012.0,4,4376,11165000.0,9,18%
Charleston Hospitality Group,Charleston,SC,56,2008.0,52,4451,9800000.0,1,40%
Keller Williams Drive,Greenville,SC,80,2017.0,11,4646,6240000.0,2,25%
Fiber Industries,Darlington,SC,68,,71,4651,0.0,1,26%
W. Lee Flowers & Co,Scranton,SC,89,1922.0,23,4790,24030000.0,1,25%
"McDonnell and Associates, P.A",Columbia,SC,106,,54,4930,28620000.0,1,25%
C.M. Steel,York,SC,62,1985.0,17,4941,17980000.0,1,24%
MARLEYLILLY,Greer,SC,92,2010.0,61,4981,20976000.0,1,24%
6AM City,Greenville,SC,54,2016.0,55,5062,11070000.0,1,35%
Rhythmlink International,Columbia,SC,61,2002.0,7,5076,15311000.0,1,9%
Jim Hudson Automotive Group Columbia SC & Augusta GA,Columbia,SC,84,1980.0,42,5097,27720000.0,1,24%
Articularis Healthcare Group,Summerville,SC,64,2001.0,22,5115,17280000.0,1,23%
Vitalink Research,Greenville,SC,59,2004.0,49,5161,6018000.0,1,34%
Labtech Diagnostics,Anderson,SC,59,2011.0,8,5162,15930000.0,1,34%
"Keystone Perfusion Services, P.C.",Mount Pleasant,SC,33,2013.0,8,5296,8910000.0,1,32%
Weeks & Irvine,North Charleston,SC,49,,54,5364,13230000.0,1,32%
Adam & Eve of North and South Carolina,North Myrtle Beach,SC,49,1971.0,35,5365,11123000.0,1,32%
IH Services,Greenville,SC,496,,51,5404,118544000.0,1,26%
Synergy Steel,Lancaster,SC,68,,17,5437,19720000.0,1,21%
KH Nursing Services,Lexington,SC,30,2013.0,8,5480,8100000.0,1,30%
The Marwin Company,West Columbia,SC,42,1947.0,43,5516,13482000.0,1,31%
Thornwell,Clinton,SC,50,1875.0,50,5527,0.0,1,32%
Tatras Data,Mount Pleasant,SC,80,2012.0,4,5550,11600000.0,1,21%
Palmetto Corp of Conway,Conway,SC,190,1987.0,17,5563,55100000.0,1,22%
Raines Company,Florence,SC,59,1997.0,45,5639,14986000.0,1,31%
South Atlantic Bank,Myrtle Beach,SC,47,2007.0,32,5675,9870000.0,1,31%
McClancy,Fort Mill,SC,39,1947.0,23,5697,10530000.0,1,30%
Parkland USA,CHARLESTON,SC,39,1969.0,73,5704,9555000.0,1,30%
Premier Logistics Solutions,Charleston,SC,60,,12,5728,18300000.0,1,20%
Diesel Laptops,Lexington,SC,191,2010.0,42,5760,63030000.0,1,21%
Staubli Corporation,Duncan,SC,23,,15,5796,2300000.0,1,28%
Missional University,North Augusta,SC,40,,38 ,5879,7200000.0,1,29%
Net3 Technology,Downtown Greenville,SC,32,2009.0,4,5968,4640000.0,1,28%
The Cliffs Golf,Travelers Rest,SC,32,,11,5969,0.0,1,28%
Morgan Corp.,Duncan,SC,344,1945.0,17,6335,99760000.0,1,19%
Cantey Foundation Specialists,Camden,SC,53,2011.0,17,6404,15370000.0,1,26%
FastGrowingTrees.com,Fort Mill,SC,49,2006.0,35,6449,11123000.0,1,26%
J&K Home Furnishings / Mattress ZZZ'S Superstore,Little River,SC,36,1997.0,13,6539,10332000.0,1,24%
EAS Professionals,Greenville,SC,41,2003.0,15,6565,4100000.0,1,24%
Calder Brothers Corporation,Taylors,SC,40,1994.0,46,6879,14120000.0,1,21%
Sage Automotive Interiors,Greenville,SC,795,,42,7007,262350000.0,1,21%
SERES ENGINEERING & SERVICES,MT PLEASANT,SC,42,,28,7057,8820000.0,1,20%
Cooper River Partners,Goose Creek,SC,39,,69,7253,8580000.0,1,18%
Industrial Project Innovation,Greenville,SC,119,,17,7333,34510000.0,1,11%
Levelwing Media,Mount Pleasant,SC,54,,18,7379,13500000.0,1,17%
Proactive MD,Mauldin,SC,84,2016.0,8,7448,22680000.0,1,9%
Matt O'Neill Real Estate,Mount Pleasant,SC,344,2012.0,11,7456,0.0,1,11%
V3Tech Solutions,Columbia,SC,43,2018.0,4,7850,6235000.0,1,5%
SnapNurse,Atlanta,GA,191,2017.0,65,1,5520000.0,1,635%
Greenlight Financial Technology,Atlanta,GA,222,2014.0,2,2,28860000.0,23,82%
STORD,Atlanta,GA,158,2016.0,12,3,48190000.0,47,123%
Popmenu,Woodstock,GA,165,2016.0,4,4,23925000.0,33,83%
Grayshift,Atlanta,GA,76,2016.0,21,5,15504000.0,2,245%
Variant,Atlanta,GA,89,2019.0,41,6,29192000.0,23,287%
Stryten Manufacturing,Alpharetta,GA,343,,42,7,113190000.0,18,285%
Motrex,Milton,GA,93,,42,63,30690000.0,13,258%
Kobiton,Atlanta,GA,98,2016.0,4,8,14210000.0,4,69%
DecisionLink,Atlanta,GA,60,,4,9,8700000.0,1,82%
Flock Safety,Atlanta,GA,174,2017.0,21,10,30276000.0,52,138%
Trust Stamp,Atlanta,GA,63,2015.0,4,11,9135000.0,5,66%
LendingPoint,Kennesaw,GA,166,2014.0,2,12,21580000.0,12,9%
MWR Financial | Income Shifting | Land-Banking | Private Reserve Accounts | Plus More... |,Atlanta,GA,92,2017.0,6,13,19320000.0,2,217%
Terminus,Atlanta,GA,279,2014.0,20,14,69750000.0,41,15%
DefenseStorm,Alpharetta,GA,87,2014.0,21,15,17748000.0,1,38%
JW Marriott Savannah Plant Riverside District,Savannah,GA,74,2019.0,45,219,18796000.0,1,35%
MAXEX,Atlanta,GA,116,2013.0,6,16,24360000.0,1,43%
Florence Healthcare,Atlanta,GA,96,2014.0,1,17,9570000.0,1,96%
Bakkt,Atlanta,GA,183,2018.0,2,18,23790000.0,19,21%
CDC Foundation,Atlanta,GA,840,1992.0,50,19,0.0,1,229%
SalesLoft,Atlanta,GA,566,2011.0,88,20,70180000.0,30,10%
Cypress.io,Atlanta,GA,57,2015.0,4,21,8265000.0,1,39%
QGenda,Atlanta,GA,417,2006.0,4,22,60465000.0,1,32%
LeaseQuery,Atlanta,GA,198,,2,23,25740000.0,13,9%
Verusen,Atlanta,GA,41,2015.0,4,24,5945000.0,1,116%
Demand Driven Technologies,Atlanta,GA,42,2012.0,4,25,6090000.0,1,24%
Reibus International,Atlanta,GA,46,2018.0,4,26,6670000.0,1,109%
SingleOps,Atlanta,GA,43,2013.0,4,27,6235000.0,1,59%
Path-Tec,Columbus,GA,127,2005.0,7,460,31877000.0,1,31%
Provalus,Roswell,GA,170,2017.0,4,28,24650000.0,5,29%
Iconex,Duluth,GA,309,2016.0,60,29,0.0,2,5%
Saiva System,"India, New York",GA,97,,134,525,0.0,1,126%
MessageGears,Atlanta,GA,66,2010.0,4,30,9570000.0,1,53%
RoofClaim.com,Kennesaw,GA,61,2004.0,17,31,17690000.0,1,53%
Hudson MX,Atlanta,GA,130,2016.0,20,32,17980000.0,1,53%
Vero Biotech,Atlanta,GA,187,,40,33,37587000.0,3,95%
Steady,Atlanta,GA,83,2017.0,4,34,12035000.0,1,51%
ASP Global,Atlanta,GA,86,2003.0,7,35,21586000.0,1,21%
Bark.us,Atlanta,GA,99,2015.0,4,36,14355000.0,2,19%
PadSplit,Atlanta,GA,66,2017.0,3,37,0.0,1,47%
Greenwood,Atlanta,GA,70,2020.0,32,38,14700000.0,1,46%
Deposco,Alpharetta,GA,166,,20,39,21895000.0,1,44%
BioIQ,Atlanta,GA,154,2005.0,1,40,22330000.0,7,34%
Springbot,Atlanta,GA,118,2012.0,20,41,17255000.0,1,3%
InVeris Training Solutions,Suwanee,GA,111,1926.0,70,42,34188000.0,1,102%
StimLabs,Roswell,GA,82,2015.0,7,43,20582000.0,1,100%
Motivo,Atlanta,GA,42,2017.0,1,44,0.0,1,62%
Buckle,Atlanta,GA,363,2017.0,2,45,79860000.0,1,3%
MedZed,Atlanta,GA,83,2014.0,8,46,22410000.0,1,98%
Calendly,Atlanta,GA,254,2013.0,20,47,25665000.0,31,85%
Bitcoin Depot,Atlanta,GA,87,2016.0,6,48,18270000.0,1,81%
OnPay,Atlanta,GA,61,2011.0,2,49,7930000.0,1,22%
Arglass Yamamura,Valdosta,GA,42,2015.0,135,1053,0.0,1,121%
Chime Solutions,Morrow,GA,435,2015.0,5,50,109185000.0,1,28%
Georgia Tech VIP Program,Atlanta,GA,161,2009.0,38 ,51,28980000.0,1,89%
DC BLOX,Atlanta,GA,34,2014.0,4,52,4930000.0,1,3%
Chime Solutions,Morrow,GA,515,,5,53,129265000.0,1,28%
SmartCommerce,Atlanta,GA,42,2009.0,4,54,6090000.0,1,45%
iVision,Atlanta,GA,215,2004.0,4,55,31175000.0,1,13%
Trade School,Atlanta,GA,79,2020.0,18,56,19750000.0,1,84%
SaaSOptics,Atlanta,GA,100,2009.0,4,57,14500000.0,1,12%
Outsource Access,Atlanta,GA,99,2012.0,39,58,11880000.0,1,83%
PlayOn! Sports,Atlanta,GA,184,2008.0,55,59,37720000.0,1,10%
OVME Aesthetics,Atlanta,GA,65,2017.0,57,60,0.0,1,81%
Total Server Solutions,Atlanta,GA,62,,4,61,8990000.0,1,9%
FraudScope,Atlanta,GA,33,,4,62,4785000.0,1,106%
MedShape,Atlanta,GA,57,2005.0,7,63,14307000.0,1,36%
Bluefin Payment Systems,Atlanta,GA,128,2007.0,6,64,26880000.0,1,8%
Cognosos,Atlanta,GA,32,,4,65,4640000.0,1,33%
AssureSign,Atlanta,GA,36,2000.0,4,66,5220000.0,1,33%
IQZ Systems,Atlanta,GA,41,2012.0,4,67,5945000.0,1,105%
SecurEnds,Atlanta,GA,43,2017.0,4,68,6235000.0,1,105%
OvalEdge,Atlanta,GA,89,2013.0,4,69,12905000.0,1,78%
Minority Tax Pros Association,Atlanta,GA,53,,27,70,8639000.0,1,104%
American Insulated Glass,Conley,GA,75,1990.0,43,1445,24075000.0,1,19%
Blue Bird Corporation,Macon,GA,891,1927.0,42,1462,294030000.0,1,2%
Aruna Bio,Athens-Clarke,GA,35,2003.0,49,1477,0.0,1,30%
New Acquisitions,Atlanta,GA,131,,18,71,32750000.0,18,64%
Noble Investment Group,Atlanta,GA,135,1993.0,45,72,34290000.0,1,4%
REDCON SOLUTIONS GROUP,Savannah  ,GA,36,2015.0,70,1515,11088000.0,1,100%
Wahoo Fitness,Atlanta,GA,242,2010.0,19,73,65340000.0,1,32%
Danimer Scientific,Bainbridge,GA,108,2004.0,107,1588,0.0,4,27%
LocatorX,Atlanta,GA,30,2014.0,4,75,4350000.0,1,25%
AnalyticsIQ,Atlanta,GA,37,2007.0,18,76,9250000.0,1,23%
Ventiv Technology,Atlanta,GA,322,1972.0,4,77,46690000.0,1,3%
RoadSync,Atlanta,GA,52,2015.0,2,78,6760000.0,1,24%
Urjanet,Atlanta,GA,400,2010.0,4,79,58000000.0,1,2%
NPSG Global,Kennesaw,GA,419,2012.0,17,80,121510000.0,1,76%
IOU Financial,Kennesaw,GA,62,,6,81,13020000.0,1,-3%
Cloudmed,Atlanta,GA,928,,8,82,250560000.0,1,125%
Dalton Wholesale Floors DWF,Adairsville,GA,50,2003.0,35,1751,11350000.0,1,92%
Safe-Guard Products,Atlanta,GA,480,1992.0,42,83,158400000.0,1,3%
TOP AGENT MAGAZINE,MARIETTA,GA,166,,59,84,40338000.0,1,66%
ProKatchers,Suwanee,GA,122,2015.0,39,85,14640000.0,1,65%
Innovien Solutions,Atlanta,GA,43,2017.0,4,86,6235000.0,1,87%
Intellum,Atlanta,GA,131,2000.0,67,87,21615000.0,1,64%
Acoustic,Atlanta,GA,722,2019.0,20,88,0.0,1,82%
Hood Container,Vinings,GA,368,,106,2004,0.0,1,22%
SOFtact Solutions,Augusta,GA,31,2017.0,70,2011,9548000.0,1,82%
Walk-On's Sports Bistreaux,Baton Rouge,LA,391,2003.0,52,108,68425000.0,12,49%
Cleco Corporate Holdings,Pineville,LA,707,1934.0,69,409,155540000.0,1,5%
The Advocate | The Times-Picayune | nola.com | Gambit,Baton Rouge,LA,39,,95,522,0.0,1,95%
Ready Responders,New Orleans,LA,274,2016.0,1,661,73980000.0,1,114%
Click Here Digital,Baton Rouge,LA,81,1993.0,18,939,20250000.0,1,11%
b1BANK,Baton Rouge,LA,129,,32,958,27090000.0,1,82%
PosiGen,Jefferson,LA,205,2011.0,28,1012,43050000.0,34,7%
The Lemoine Company,Lafayette,LA,243,,17,1055,70470000.0,1,20%
Civix,Metairie,LA,194,,4,1126,28130000.0,1,88%
VieMed Healthcare,Lafayette,LA,325,2006.0,19,1606,87750000.0,40,21%
Baker Gulf Coast Industrial,Prairieville,LA,58,,17,1727,16820000.0,1,93%
Burkenroad Reports,New Orleans,LA,68,1993.0,136,1829,0.0,1,66%
Tides Medical,Lafayette,LA,64,2009.0,14,2792,9920000.0,1,45%
Dynamic Group,Baton Rouge,LA,47,2004.0,17,3079,13630000.0,1,57%
West Coast Logistics,Lafayette,LA,53,1998.0,73,3146,12985000.0,1,56%
Our Lady of the Lake Childrenâ€™s Health,Baton Rouge,LA,61,,8,3214,16470000.0,1,39%
ES&H Production Group,Lafayette,LA,65,2002.0,73,3250,15925000.0,1,38%
CRC Global Solutions,Kenner,LA,44,2000.0,12,3401,13420000.0,1,52%
Olivier International,Houma,LA,40,2018.0,73,3664,9800000.0,1,48%
River Oaks Hospital,New Orleans,LA,46,,8,3678,12420000.0,1,48%
SUNPRO Solar Energy Specialists,Mandeville,LA,874,2007.0,17,3716,253460000.0,6,56%
Tulane Medical Center,New Orleans,LA,226,,8,3733,61020000.0,1,35%
Pontchartrain Partners,New Orleans,LA,103,2009.0,15,3754,10300000.0,1,34%
Walmart Distribution Center #6057,Robert,LA,250,2001.0,12,3833,76250000.0,1,34%
Five-S Group,Baton Rouge,LA,36,2013.0,17,3987,10440000.0,1,44%
Linetec Services,Alexandria,LA,137,,17,4006,39730000.0,1,32%
DSLD Mortgage,Baton Rouge,LA,85,2007.0,6,4073,17850000.0,1,31%
Manuel Builders,Lafayette,LA,65,1963.0,17,4123,18850000.0,1,30%
Sunshine Quality Solutions,Donaldsonville,LA,74,,46,4159,26122000.0,1,30%
New Orleans Regional Transit Authority,New Orleans,LA,71,1983.0,41,4236,23288000.0,1,29%
Brown Industrial Construction,Baton Rouge,LA,71,,17,4237,20590000.0,1,29%
Himmel's Architectural Door & Hardware,Prairieville,LA,70,1983.0,35,4478,15890000.0,1,27%
Pharma-Safe Industrial Services,Lafayette,LA,79,2005.0,73,4480,19355000.0,1,27%
LSU Health Shreveport,Shreveport,LA,137,1965.0,38 ,4624,24660000.0,1,27%
GRSA - G. R. Stucker and Associates,Baton Rouge,LA,42,1972.0,44,4906,0.0,1,35%
FDF Energy Services,Lafayette,LA,164,1977.0,73,5071,40180000.0,1,24%
St. James Parish Hospital,Lutcher,LA,40,1955.0,8,5170,10800000.0,1,33%
Pioneer Production Services,Lockport,LA,70,2010.0,73,5174,17150000.0,1,23%
Southern Classic Chicken,Shreveport,LA,61,1989.0,52,5289,10675000.0,1,22%
zlien,New Orleans,LA,222,2007.0,2,5313,28860000.0,27,12%
The Evangeline Bank and Trust Company,Ville Platte,LA,49,1906.0,32,5363,10290000.0,1,32%
CDIT,Slidell,LA,62,2003.0,4,5385,8990000.0,1,22%
Bridgeway Healthcare & Hospice,Baton Rouge,LA,30,2012.0,8,5482,8100000.0,1,30%
Edifice Protection Group,New Orleans,LA,50,,89,5528,8700000.0,1,32%
Southern University Law Center,Baton Rouge,LA,360,,38 ,5544,64800000.0,1,23%
Louisiana Eye & Laser Center,Alexandria,LA,39,,22,5699,10530000.0,1,30%
"Technical Environmental Services, Inc. (TES)",Marrero,LA,52,1984.0,28,5805,10920000.0,1,30%
PECI,Lafayette,LA,105,2005.0,73,6027,25725000.0,1,19%
