,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter,cleaned_description,tokenized text
2258,Locals,local make simple creator start subscription based community make money directly support,https://www.locals.com/,3829140," Media and Entertainment, Social Media, Software, Subscription Service",01 to 10 ," New York, New York, United States",2019," Internet Services, Media and Entertainment, Other, Software","Locals provides the platform and tools allowing creators to focus on creating content, moderating their communities, and interacting with their supporters.

Creators are able to control their destiny with a consistent subscription based income stream without fear of censorship or deplatforming while providing exclusive content to their supporters.",Software-2019,local make simple creator start subscription based community make money directly support,"['local', 'make', 'simple', 'creator', 'start', 'subscription', 'based', 'community', 'make', 'money', 'directly', 'support']"
2259," Loadtech, Corp. ",logistics saas,https://load-tech.us/,Na," Finance, Freight Service, Logistics, Shipping, Software, Supply Chain Management, Transportation",01 to 10 ," Miami, Florida, United States",2019," Financial Services, Software, Transportation","Loadtech is the platform where shippers, brokers, and carriers collaborate and communicate in one single place to move freight",Software-2019,logistics saas,"['logistics', 'sa', '##as']"
2260,LiveGreen,livegreen seamlessly track user daily emission provides social platform people connect others taking action,https://livegreen.io,Na," Communities, GreenTech, Mobile, Software",01 to 10 ," Gainesville, Florida, United States",2019-01-01 00:00:00," Community and Lifestyle, Mobile, Software, Sustainability",—,Software-2019,livegreen seamlessly track user daily emission provides social platform people connect others taking action,"['live', '##green', 'sea', '##m', '##lessly', 'track', 'user', 'daily', 'emission', 'provides', 'social', 'platform', 'people', 'connect', 'others', 'taking', 'action']"
2261,LitLingo,litlingo provides ai platform reduces business risk improves culture save money every communication sent,https://www.litlingo.com/,2000000," Artificial Intelligence, Information and Communications Technology (ICT), Risk Management",01 to 10 ," Austin, Texas, United States",2019," Artificial Intelligence, Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software","LitLingo helps organizations to ""arrive at the future faster""​ by minimizing risks associated with electronic communications. By providing AI-powered monitoring, prevention, and training solutions in real-time across the industry-leading communication channels, LitLingo allows customers to target known risks, identify blind spots, and maximize the productivity of their workforce.

With algorithms trained on hundreds of millions of data points, LitLingo provides  advanced configurability and targeting, so you can monitor, detect, and prevent unforced errors across email, instant messaging, social media, websites, and customer service portals. With LitLingo, customers can stave off compliance and litigation risk by preventing the creation of discoverable material, optimizing spend on employee training, and responding to customer issues with greater speed and accuracy. With LitLingo, customer service agents can avoid mistakes, employees can thrive without eroding culture, recruiters and interviewers can ensure legal compliance, the legal team can sleep soundly every night, and the leadership team can be confident that the operation is increasing productively while saving money.

Founded and staffed by industry veterans with experience in ride-sharing, micro-mobility, legal technology, autonomous vehicles, and machine learning, LitLingo is headquartered in Austin, Texas.",Software-2019,litlingo provides ai platform reduces business risk improves culture save money every communication sent,"['lit', '##ling', '##o', 'provides', 'a', '##i', 'platform', 'reduces', 'business', 'risk', 'improve', '##s', 'culture', 'save', 'money', 'every', 'communication', 'sent']"
2262,Listory,listory world’s first content refinery powered humancuration mine best web,https://www.listory.com/,4000000," Content, Media and Entertainment, Mobile Apps, News, Social Network",01 to 10 ," Manhattan, New York, United States",2019," Apps, Content and Publishing, Internet Services, Media and Entertainment, Mobile, Software","Listory: The Content Refinery
Your Shortest Path To Content That Matters

Listory is the world’s first content refinery. It empowers human-curation to mine the best of the web. Save time and stay on track in your pursuit for knowledge by following the reads of the leading experts and influencers in the topics you’re interested in.

Listory gives you stories curated by the experts and influencers in your field. You can save time and focus on what's relevant to you, without the infinite feed.

Follow and connect with curators who have found the best of the internet for you.
Get your personal news feed, curated by the experts.
Save and organize your digital content shelves.
Share with those who appreciate a good read.",Software-2019,listory world’s first content refinery powered humancuration mine best web,"['list', '##ory', 'world', '’', 's', 'first', 'content', 're', '##finery', 'powered', 'human', '##cu', '##ration', 'mine', 'best', 'web']"
2263,Liquid,liquid provides reimagine traditional hr finance software solution liquid workforce,https://www.poweredbyliquid.com,Na," Human Resources, Internet, Software",01 to 10 ," Los Angeles, California, United States",2019," Administrative Services, Internet Services, Software","Liquid is an all-in-one software that helps you streamline the way you onboard, manage, and pay your freelancers, contractors, and professional service vendors.

They power the liquid economy. To stay innovative, organizations need to move away from the traditional workforce model and towards one that is more liquid. They modernize your business with their end-to-end software solution making the transition more fluid.",Software-2019,liquid provides reimagine traditional hr finance software solution liquid workforce,"['liquid', 'provides', 're', '##ima', '##gin', '##e', 'traditional', 'h', '##r', 'finance', 'software', 'solution', 'liquid', 'workforce']"
2264,Lionize,digital prezence advertising technology company focus influencer campaign email marketing market research,https://www.lionize.ai,825000," Advertising, Information Technology, Internet, Marketing Automation, Social Media, Software",01 to 10 ," New York, New York, United States",2019-01-01 00:00:00," Advertising, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software",Lionize empowers brands and agencies run more successful influencer campaigns from start to finish.,Software-2019,digital prezence advertising technology company focus influencer campaign email marketing market research,"['digital', 'pre', '##zen', '##ce', 'advertising', 'technology', 'company', 'focus', 'influence', '##r', 'campaign', 'email', 'marketing', 'market', 'research']"
2265,Linux User Group Oberhausen Rheinland,linux user group aim introducing free linux operating system many user possible providing support existing user,https://lugor.de/,Na," Operating Systems, Software",01 to 10 ," Germany, Georgia, United States",2019," Platforms, Software",—,Software-2019,linux user group aim introducing free linux operating system many user possible providing support existing user,"['l', '##in', '##ux', 'user', 'group', 'aim', 'introducing', 'free', 'l', '##in', '##ux', 'operating', 'system', 'many', 'user', 'possible', 'providing', 'support', 'existing', 'user']"
2266,Linguado,linguado free mobile app allows user instantly link native speaker language desire,https://linguado.com/,Na,Mobile Apps,01 to 10 ," Tampa, Florida, United States",2019," Apps, Mobile, Software","Whether your motive is language learning, accent reduction, tips for travel, cultural exchange or business, let the world be your classroom. As a global community that ranges from polyglots to translators, & from teachers to students, Linguado Nation represents 250+ countries, nationalities, and languages.

It has been proven that language immersion and communication with native speakers is the most effective way to learn a language. Taking language classes may be useful, but the true test is conversing with natives, and because not everyone has the luxury to travel or be immersed in a foreign language, Linguado brings this most authentic learning experience to you.",Software-2019,linguado free mobile app allows user instantly link native speaker language desire,"['l', '##ing', '##uad', '##o', 'free', 'mobile', 'app', 'allows', 'user', 'instantly', 'link', 'native', 'speaker', 'language', 'desire']"
2267,Linear,linear allows user manage software development track bug,https://linear.app/,17200000," Computer, Developer Platform, Developer Tools, Software",01 to 10 ," San Francisco, California, United States",2019," Consumer Electronics, Hardware, Software","Linear allows the user to manage software development and track bugs. Built for speed and efficiency.

The founders started Linear from their own frustrations building software projects in successful high-growth companies like Airbnb, Coinbase and Uber. The founders wanted to create the tools that focus us and its team in making progress, not get in the way. Tools that are fast and efficient. Speed and performance were the main things Linear focuses on early on and keep focusing on that.",Software-2019,linear allows user manage software development track bug,"['linear', 'allows', 'user', 'manage', 'software', 'development', 'track', 'bug']"
2268,Limitl3ss,innovative performance marketing network,http://www.limitl3ss.network,1500000," Affiliate Marketing, E-Commerce, Marketplace, SaaS, Software",01 to 10 ," Los Angeles, California, United States",2019," Advertising, Commerce and Shopping, Sales and Marketing, Software",—,Software-2019,innovative performance marketing network,"['innovative', 'performance', 'marketing', 'network']"
2269,LigoSports,sport innovation,http://ligosports.com,Na," Software, Sports",01 to 10 ," Atlanta, Georgia, United States",2019-01-01 00:00:00," Software, Sports",—,Software-2019,sport innovation,"['sport', 'innovation']"
2270,Lightning Law,lightning law increase access evidence making search justice faster efficient lighten burden court,https://www.lightning.law/,205000," Information Services, Legal, Legal Tech",01 to 10 ," Seattle, Washington, United States",2019," Information Technology, Professional Services","Lightning Law increases access to evidence, making the search for justice faster and more efficient and to lighten the burden on Courts. 

Lightning Law was created to solve the problems frequently encountered by attorneys and court reporters, such as, difficulty scheduling depositions, expensive travel, heavy binders of exhibits, delays in payment for appearances and transcripts, confusion about who ordered a transcript, just to name a few.",Software-2019,lightning law increase access evidence making search justice faster efficient lighten burden court,"['lightning', 'law', 'increase', 'access', 'evidence', 'making', 'search', 'justice', 'faster', 'efficient', 'light', '##en', 'burden', 'court']"
2271,Market Insight Out,market insight aggregate investment insight variety source enabling efficient curation seamless distribution,https://www.marketinsightout.com/,850000," Information Services, Information Technology, Software",01 to 10 ," New York, New York, United States",2019," Information Technology, Software","The MIO platform aggregates investment insight from a variety of sources while leveraging technology to enable efficient curation and seamless distribution.

Powering thought leadership with curation algorithms, technology that enables distribution and the measurement of engagement, and an interface that simplifies discovery-to-distribution.

Thought leadership drives client and prospect engagement and engagement is the foundation for the client relationship. MIO equips asset managers and financial advisors with a platform that acts as a loudspeaker for thought leadership in a competitive and noisy marketplace.",Software-2019,market insight aggregate investment insight variety source enabling efficient curation seamless distribution,"['market', 'insight', 'aggregate', 'investment', 'insight', 'variety', 'source', 'enabling', 'efficient', 'cu', '##ration', 'sea', '##m', '##less', 'distribution']"
2272,Mango Sciences,mango science emerging market data science company connects million underrepresented patient precision medicine,https://mangosciences.com/,3459982," Analytics, Artificial Intelligence, Health Care, Software",01 to 10 ," Boston, Massachusetts, United States",2019-01-01 00:00:00," Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software","Mango Sciences is an emerging market data science company that connects millions of underrepresented patients to precision medicine. Its Querent platform utilizes AI analytics to transform deep clinical data into key insights that drive global health improvements. Mango Sciences is currently partnering with hospitals to understand the health data of individuals in India and other emerging markets to drive advancement in patient care and drug discovery for all populations.

Mango Sciences is headquartered in Boston, Massachusettes.",Software-2019,mango science emerging market data science company connects million underrepresented patient precision medicine,"['man', '##go', 'science', 'emerging', 'market', 'data', 'science', 'company', 'connects', 'million', 'under', '##re', '##p', '##res', '##ented', 'patient', 'precision', 'medicine']"
2273,MamaLingua,mamalingua community focused group looking create tool enhance languagelearning child,https://www.mama-lingua.com/,Na," E-Learning, Education, Language Learning",01 to 10 ," Austin, Texas, United States",2019-01-01 00:00:00," Education, Software",—,Software-2019,mamalingua community focused group looking create tool enhance languagelearning child,"['ma', '##mal', '##ing', '##ua', 'community', 'focused', 'group', 'looking', 'create', 'tool', 'enhance', 'language', '##lea', '##rn', '##ing', 'child']"
2274,Majestic Media LLC,web site design digital marketing application development technology consulting,https://www.majesticmediall.com,Na," Consulting, Marketing, Software, Web Design, Web Development",01 to 10 ," Columbus, Ohio, United States",2019-01-01 00:00:00," Design, Professional Services, Sales and Marketing, Software","Web site design, digital marketing, application development, and technology consulting firm seeking to help SMB companies who want to help their customers solve challenging problems.",Software-2019,web site design digital marketing application development technology consulting,"['web', 'site', 'design', 'digital', 'marketing', 'application', 'development', 'technology', 'consulting']"
2275,Madiwor,madiwor cloud management information system specifically designed label manufacturer,https://www.madiwor.com/,Na," Information Technology, Software",01 to 10 ," New York, New York, United States",2019," Information Technology, Software",—,Software-2019,madiwor cloud management information system specifically designed label manufacturer,"['mad', '##i', '##wo', '##r', 'cloud', 'management', 'information', 'system', 'specifically', 'designed', 'label', 'manufacturer']"
2276,MaC Venture Capital,mac venture capital earlystage venture capital firm focused finding idea technology product become infectious,http://macventurecapital.com/,Na," FinTech, Information Technology, Venture Capital",01 to 10 ," Los Angeles, California, United States",2019-01-01 00:00:00," Financial Services, Information Technology, Lending and Investments","MaC Venture Capital is an early stage venture capital firm focused on finding ideas, technology and products that can become infectious. 

We invest in technology companies that benefit from shifts in cultural trends and behaviors in an increasingly diverse global marketplace.

Our proven track record of 100+ investments has unlocked growth opportunities through capital, advisement, and relationship building.

MaC VC is the result of the merger between successful Los Angeles and Bay Area-based Seed funds, Cross Culture Ventures and M Ventures.",Software-2019,mac venture capital earlystage venture capital firm focused finding idea technology product become infectious,"['mac', 'venture', 'capital', 'early', '##sta', '##ge', 'venture', 'capital', 'firm', 'focused', 'finding', 'idea', 'technology', 'product', 'become', 'infectious']"
2277,Lynx Verification,lynx verification offer online solution verify transcript degree diploma certificate,https://www.lynxverification.com/,Na," Document Management, Information Services, Internet",01 to 10 ," Berkeley, California, United States",2019-01-01 00:00:00," Information Technology, Internet Services, Software",—,Software-2019,lynx verification offer online solution verify transcript degree diploma certificate,"['l', '##ynx', 've', '##rification', 'offer', 'online', 'solution', 'verify', 'trans', '##cript', 'degree', 'diploma', 'certificate']"
2278,Lunchable,lunchable application streamlines process user join group match user,Na,Na," Dating, Mobile Apps, Software",01 to 10 ," Berkeley, California, United States",2019," Apps, Community and Lifestyle, Mobile, Software","Lunchable is an application that streamlines the process for users to join groups to match with other users. The company was founded in 2019 by Steve Hwang and is based in Berkeley, California.",Software-2019,lunchable application streamlines process user join group match user,"['lunch', '##able', 'application', 'stream', '##lines', 'process', 'user', 'join', 'group', 'match', 'user']"
2279,Lumeo,lumeo complete edgetocloud vision platform accelerates design deployment monitoring vision solution,https://www.lumeo.com/,Na," Computer, Internet, Software",01 to 10 ," San Francisco, California, United States",2019," Consumer Electronics, Hardware, Internet Services, Software","Lumeo is a complete, edge-to-cloud vision platform that accelerates design, deployment and monitoring of vision solutions.",Software-2019,lumeo complete edgetocloud vision platform accelerates design deployment monitoring vision solution,"['l', '##ume', '##o', 'complete', 'edge', '##to', '##c', '##lou', '##d', 'vision', 'platform', 'accelerate', '##s', 'design', 'deployment', 'monitoring', 'vision', 'solution']"
2280,Lover App,lover app develops mobile application designed address sexual concern,https://www.loverapp.co/,4892029," Content, Information Services, Mobile Apps",01 to 10 ," San Mateo, California, United States",2019," Apps, Information Technology, Media and Entertainment, Mobile, Software","Lover App develops a mobile application designed to address sexual concerns. The app offers sexual personality quizzes and carnal knowledge tutorials, enabling its users to build confidence, facilitate communication, improve partner connection, and raise consciousness about sex and sexuality.",Software-2019,lover app develops mobile application designed address sexual concern,"['lover', 'app', 'develops', 'mobile', 'application', 'designed', 'address', 'sexual', 'concern']"
2281,Love The Network,love network dating app operates community level,https://www.lovethenetwork.com,45000," Dating, Internet of Things, iOS, Mobile, Mobile Apps, Social Network",01 to 10 ," Portland, Maine, United States",2019," Apps, Community and Lifestyle, Internet Services, Mobile, Platforms, Software","Love The Network is a dating app that operates on a community level, conduct background checks, and actively works to promote happy, healthy relationships locally.

Love The Network is a vetted network of singles that are connected in an App. No more scams or fake accounts. Users must pass a background and social media verification process before being allowed to view, connect with, and message others. The company makes sure users aren't already in a committed relationship, and also feature a user reporting system to deter negative behavior.",Software-2019,love network dating app operates community level,"['love', 'network', 'dating', 'app', 'operates', 'community', 'level']"
2282,LoudCrowd,loudcrowd saas company redefining way brand invest interact customer tool growth,https://www.loudcrowd.com,2715000," Computer, SaaS, Software",01 to 10 ," Austin, Texas, United States",2019," Consumer Electronics, Hardware, Software","LoudCrowd features a user-generated content platform that provides analytics that brands can use to see which customers, influencers, and content are driving the most value, as well as automated rewards programs to encourage customers to post on social media.

The company was founded in 2019 and is headquartered in Austin, Texas.",Software-2019,loudcrowd saas company redefining way brand invest interact customer tool growth,"['loud', '##crow', '##d', 'sa', '##as', 'company', 'red', '##ef', '##ining', 'way', 'brand', 'invest', 'interact', 'customer', 'tool', 'growth']"
2283,Logistics For Hire,logistics hire developer distribution management software,https://www.logisticsforhire.com/,Na," Logistics, Software, Warehousing",01 to 10 ," Springfield, New Jersey, United States",2019-01-01 00:00:00," Software, Transportation",—,Software-2019,logistics hire developer distribution management software,"['logistics', 'hire', 'developer', 'distribution', 'management', 'software']"
2284,Mightyapp,mighty make google chrome faster  use 10x le memory,https://mightyapp.com,150000," Apps, Web Apps",01 to 10 ," San Francisco, California, United States",2019," Apps, Software",Mighty makes Google Chrome faster & use 10x less memory.Mighty speeds up Chrome on your laptop by streaming it from a more powerful computer in the cloud—that makes your browser & other apps run significantly faster.,Software-2019,mighty make google chrome faster  use 10x le memory,"['mighty', 'make', 'go', '##og', '##le', 'ch', '##rome', 'faster', 'use', '10', '##x', 'le', 'memory']"
2285,Midnight,midnight enterprise software company committed transforming enterprise connect make use data,https://midnight.sh,Na," Information Technology, Software",01 to 10 ," Los Angeles, California, United States",2019," Information Technology, Software","Midnight is an enterprise software company committed to transforming how enterprises connect and make use of data. It provides enterprises the platform to automate work and derives value from the most important asset of their data.

The company was founded in 2019 and headquartered in California, United States.",Software-2019,midnight enterprise software company committed transforming enterprise connect make use data,"['midnight', 'enterprise', 'software', 'company', 'committed', 'transforming', 'enterprise', 'connect', 'make', 'use', 'data']"
2286,Meteor Strike Media,meteor strike medium 21stcentury publishing company dedicated introducing korean culture larger western world,https://ms.media,50000," Digital Entertainment, EBooks, Internet, Media and Entertainment, Reading Apps",01 to 10 ," Williamsburg, Virginia, United States",2019-01-01 00:00:00," Apps, Content and Publishing, Internet Services, Media and Entertainment, Software",—,Software-2019,meteor strike medium 21stcentury publishing company dedicated introducing korean culture larger western world,"['met', '##eor', 'strike', 'medium', '21st', '##cent', '##ury', 'publishing', 'company', 'dedicated', 'introducing', 'k', '##ore', '##an', 'culture', 'larger', 'western', 'world']"
2287,Mesh Dynamics,mesh dynamic provides saas solution testing distributed service application,https://www.meshdynamics.io/,Na," SaaS, Software, Test and Measurement",01 to 10 ," Palo Alto, California, United States",2019-01-01 00:00:00," Data and Analytics, Software",—,Software-2019,mesh dynamic provides saas solution testing distributed service application,"['mesh', 'dynamic', 'provides', 'sa', '##as', 'solution', 'testing', 'distributed', 'service', 'application']"
2288,MESA Digital Design,mesa digital design provides software solution real estate industry,https://www.mesadd.com/,Na," Real Estate, Software, Virtual Reality",01 to 10 ," Broken Arrow, Oklahoma, United States",2019-01-01 00:00:00," Hardware, Real Estate, Software",—,Software-2019,mesa digital design provides software solution real estate industry,"['me', '##sa', 'digital', 'design', 'provides', 'software', 'solution', 'real', 'estate', 'industry']"
2289,Merri,digital event planning platform,http://bemerri.com,Na," Event Management, SaaS",01 to 10 ," New York, New York, United States",2019-01-01 00:00:00," Events, Media and Entertainment, Software","Merri is a digital event planning platform using aggregated market data, 3D visualization, and personalized workflows to simplify the planning process for event hosts, venues, and vendors.",Software-2019,digital event planning platform,"['digital', 'event', 'planning', 'platform']"
2290,MerQube,cloudnative financial indexing platform,https://merqube.com,2000000," Cloud Computing, Cloud Infrastructure, Financial Services, FinTech, Information Services",01 to 10 ," San Francisco, California, United States",2019-01-01 00:00:00," Financial Services, Hardware, Information Technology, Internet Services, Software","MerQube is a cloud native indexing platform designed for designing, calculating, and disseminating financial indices at scale. In the growing space of passive (index-linked) indexing, MerQube provides robust financial indices in the areas of equities, futures and options and ESG and has the expertise that spans market-capitalization weighted indices to risk-premia, volatility, thematics, and ESG.",Software-2019,cloudnative financial indexing platform,"['cloud', '##nat', '##ive', 'financial', 'index', '##ing', 'platform']"
2291,Merlyn.AI,merlynai palo altobased exchangetraded fund sponsor,http://www.merlyn.ai/,Na," Artificial Intelligence, Financial Exchanges, Financial Services, FinTech",01 to 10 ," Palo Alto, California, United States",2019-01-01 00:00:00," Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",—,Software-2019,merlynai palo altobased exchangetraded fund sponsor,"['me', '##rly', '##nai', 'p', '##alo', 'alto', '##base', '##d', 'exchange', '##tra', '##ded', 'fund', 'sponsor']"
2292,mePrism,meprism keep track user virtual footprint provides insight data,https://meprism.com/,Na," Apps, Database, Internet",01 to 10 ," New York, New York, United States",2019-01-01 00:00:00," Apps, Data and Analytics, Internet Services, Software",—,Software-2019,meprism keep track user virtual footprint provides insight data,"['me', '##p', '##rism', 'keep', 'track', 'user', 'virtual', 'foot', '##print', 'provides', 'insight', 'data']"
2293,Menergi,menergi ecosystem provides institutional donor access diverse pool nonprofit community,http://menergi.org,58333," Information Technology, Internet, Non Profit",01 to 10 ," Atlanta, Georgia, United States",2019," Information Technology, Internet Services, Other","Menergi is an ecosystem that provides institutional donors access to a diverse pool of nonprofits and communities. It aims to leverage technology to assist foundations and NGOs around the world with donation growth and retainment.

It was founded in 2019 and headquartered in Atlanta, United States.",Software-2019,menergi ecosystem provides institutional donor access diverse pool nonprofit community,"['men', '##er', '##gi', 'ecosystem', 'provides', 'institutional', 'donor', 'access', 'diverse', 'pool', 'nonprofit', 'community']"
2294,MemryX,memryx developing inmemory computing system aimed improve cpugpu computing architecture dataintensive task,https://www.memryx.com/home,Na," Artificial Intelligence, Information Technology",01 to 10 ," Ann Arbor, Michigan, United States",2019," Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","MemryX is developing the Memory Processing Unit (MPU) – the only true commercial, large scale, non-volatile in-memory compute processor for AI/ML.  The MPU harnesses a recent innovation in semiconductor storage, called resistive random-access memory (ReRAM) into machine intelligence compute “fabrics”, combining memory and processing into memory-compute blocks for optimal efficiency and flexibility.",Software-2019,memryx developing inmemory computing system aimed improve cpugpu computing architecture dataintensive task,"['me', '##m', '##ry', '##x', 'developing', 'in', '##me', '##mor', '##y', 'computing', 'system', 'aimed', 'improve', 'c', '##pu', '##g', '##pu', 'computing', 'architecture', 'data', '##int', '##ens', '##ive', 'task']"
2295,MeloQuest,meloquest roleplaying game teach music instrument skill,Na,365000," Apps, Music, Video Games",01 to 10 ," Colorado Springs, Colorado, United States",2019," Apps, Gaming, Media and Entertainment, Music and Audio, Software","MeloQuest is a role-playing game that teaches music and instrument skills.

The company was founded in 2019 and based in Colorado Springs, Colorado.",Software-2019,meloquest roleplaying game teach music instrument skill,"['me', '##lo', '##quest', 'role', '##play', '##ing', 'game', 'teach', 'music', 'instrument', 'skill']"
2296,Melodia,melodia smart music streaming platform offering simpler way play explore music,https://melodia.io/,Na," Artificial Intelligence, Internet, Internet Radio, Machine Learning, Mobile Apps, Music, Music Streaming",01 to 10 ," Palo Alto, California, United States",2019," Apps, Artificial Intelligence, Data and Analytics, Internet Services, Media and Entertainment, Mobile, Music and Audio, Science and Engineering, Software","Melodia is a smart music streaming platform, offering a simpler way to play and explore music. It provides every user with one personalized music station that adapts to their unique taste and every moment. With its state-of-the-art machine learning and AI algorithms, Melodia learns from your listening patterns to dynamically curate the best music flow.

Our vision is for Melodia to be the next dominant music streaming service. We want to build a smart yet beautifully simple music platform. We want Melodia to be to Spotify and Pandora what Google was to Yahoo and AOL in the 90s. We want to be what Apple is to the computer industry and what Tesla is to the electric car industry. Our motto is “simplicity in design, intelligence in action”.",Software-2019,melodia smart music streaming platform offering simpler way play explore music,"['me', '##lo', '##dia', 'smart', 'music', 'streaming', 'platform', 'offering', 'simpler', 'way', 'play', 'explore', 'music']"
2297,meeBeat,new social medium platform challenger,https://www.meebeat.com/,Na," Mobile Apps, Social Media, Video",01 to 10 ," Delaware City, Delaware, United States",2019," Apps, Internet Services, Media and Entertainment, Mobile, Software, Video",—,Software-2019,new social medium platform challenger,"['new', 'social', 'medium', 'platform', 'challenger']"
2298,MOXIE IoT,appcentric industrial iot solution,https://moxieiot.com/,300000," Data Visualization, Embedded Systems, Indoor Positioning, Industrial, Industrial Automation, Internet of Things, Predictive Analytics, Sensor, Software",01 to 10 ," Birmingham, Alabama, United States",2019," Artificial Intelligence, Data and Analytics, Design, Hardware, Information Technology, Internet Services, Manufacturing, Navigation and Mapping, Science and Engineering, Software","Industrial IoT products that deliver day-1 ROI as a result of being App-Centric (intuitive data that drives action). MOXIE delivers 100% end-to-end solutions (sensors to App), all built and developed 100% in-house, and this control over the entire system enables each system to be tailored to meet the exact needs of each unique Industrial customer.",Software-2019,appcentric industrial iot solution,"['app', '##centric', 'industrial', 'i', '##ot', 'solution']"
2299,Montague Labs,full service digital product agency,http://montaguelabs.com,Na," Advertising, Mobile Apps, Product Design, Software, Web Design, Web Development",01 to 10 ," New York, New York, United States",2019," Advertising, Apps, Design, Mobile, Sales and Marketing, Software","Montague Labs is a digital creative agency that partners with startups to help them become industry leading enterprises. Our services include brand strategy , product design and development, to marketing and post-launch maintenance. Check-out our website to learn more about our team and work. Let’s start a conversation hello@montaguelabs.com.",Software-2019,full service digital product agency,"['full', 'service', 'digital', 'product', 'agency']"
2300,Monitaur,monitaur software company provides auditability transparency governance company using machine learning software,https://www.monitaur.ai/,2055360," Artificial Intelligence, Machine Learning, SaaS, Software",01 to 10 ," Boston, Massachusetts, United States",2019," Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Monitaur is a software company that provides auditability, transparency, and governance for companies using machine learning software. For companies using AI to make regulated decisions that affect people’s lives, Monitaur’s ML Assurance software, developed by industry experts, secures transparency. The company records, logs, organizes and monitors every decision made by ML models.

Monitaur’s web-application and immediately find, examine, and gain an understanding of any decision across all model versions and configurations. The company was founded in 2019 and is based in Boston, Massachusetts, USA.",Software-2019,monitaur software company provides auditability transparency governance company using machine learning software,"['mon', '##ita', '##ur', 'software', 'company', 'provides', 'audit', '##ability', 'transparency', 'governance', 'company', 'using', 'machine', 'learning', 'software']"
2301,Monit,predictive cashflow  financial optimization platform small business owner distributed bank enterprise partner serving smbs,https://www.monitapp.io/product,1500000," Banking, Financial Services, FinTech, Predictive Analytics, SaaS, Software",01 to 10 ," Boston, Massachusetts, United States",2019," Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Software","Designed as a companion to the small business owner and connecting to any accounting platform, Monit provides the timely views and actionable, hyper-personalized recommendations for time-starved business owners to improve their financial performance, better predict the future, and dynamically plan without ever touching another spreadsheet.  Monit is provided to SMBs for free by banks and other enterprise partners who want their small business customers to succeed -- and sleep better at night.",Software-2019,predictive cashflow  financial optimization platform small business owner distributed bank enterprise partner serving smbs,"['predict', '##ive', 'cash', '##flow', 'financial', 'optimization', 'platform', 'small', 'business', 'owner', 'distributed', 'bank', 'enterprise', 'partner', 'serving', 's', '##mbs']"
2302,MoneyGirls Inc.,building future fintech rising generation,https://www.moneygirls.com/,Na," Apps, FinTech",01 to 10 ," Denver, Colorado, United States",2019," Apps, Financial Services, Software","MoneyGirls has established a new way to connect pre-professional women with the 3-in-1 habit-forming tool, hyper-engaged peer network, and conversational content they need to run their own financial lives.",Software-2019,building future fintech rising generation,"['building', 'future', 'fin', '##tech', 'rising', 'generation']"
2303,Monday Night Mentorship,monday night mentorship creates mentoring leadership development program accelerate impact marketer,https://www.mondaynightmentorship.com/,Na," Communities, Marketing Automation",01 to 10 ," San Francisco, California, United States",2019," Community and Lifestyle, Sales and Marketing, Software",—,Software-2019,monday night mentorship creates mentoring leadership development program accelerate impact marketer,"['mon', '##day', 'night', 'mentor', '##ship', 'creates', 'mentor', '##ing', 'leadership', 'development', 'program', 'accelerate', 'impact', 'market', '##er']"
2304,Mona,mona let anyone create webpage start selling skill online instantly,http://quorum.chat,2150000," Apps, Information Technology, Software",01 to 10 ," Walnut, California, United States",2019," Apps, Information Technology, Software",—,Software-2019,mona let anyone create webpage start selling skill online instantly,"['mon', '##a', 'let', 'anyone', 'create', 'web', '##page', 'start', 'selling', 'skill', 'online', 'instantly']"
2305,Mockgrid,mockgrid specializes offering modern web design development ecom saas b2b company,https://www.mockgrid.com/,Na," Graphic Design, Web Design, Web Development",01 to 10 ," San Francisco, California, United States",2019," Design, Software",—,Software-2019,mockgrid specializes offering modern web design development ecom saas b2b company,"['mock', '##g', '##rid', 'specializes', 'offering', 'modern', 'web', 'design', 'development', 'e', '##com', 'sa', '##as', 'b', '##2', '##b', 'company']"
2306,MoceanLab,moceanlab mobile application provides sustainable carsharing transportation service customer,https://www.moceanlab.com/,Na," Car Sharing, Mobile Apps, Transportation",01 to 10 ," Los Angeles, California, United States",2019," Apps, Mobile, Software, Transportation",—,Software-2019,moceanlab mobile application provides sustainable carsharing transportation service customer,"['m', '##oc', '##ean', '##la', '##b', 'mobile', 'application', 'provides', 'sustainable', 'cars', '##hari', '##ng', 'transportation', 'service', 'customer']"
