,company_name,description,industry_groups,headquarters
3578,Producteev,"Producteev is a free task management application for individuals and teams to collaborate via the web, email, IM, mobile or desktop.",software,New York
3579,Amalfi Semiconductor,Amalfi Semiconductor develops high-performance CMOS power amplifiers for the cellular industry.,semiconductor,California
3580,iChange,iChange operates a social network that helps its users reach their goals in weight loss and wellness.,health,California
3581,AppFog,AppFog is a Platform-as-a-Service system for public clouds.,enterprise,Oregon
3582,HotPads,HotPads is a map-based rental housing and real estate search engine delivering an online and interactive housing search experience.,web,California
3583,Right90,Right90 offers on-demand SaaS forecasting and revenue performance management solutions for enterprises.,software,California
3584,SocialMedia.com,"SocialMedia.com is involved in digital advertising through people-powered advertisements, leveraging peoples social relationships.",advertising,California
3585,BuyWithMe,"BuyWithMe is providing a borderless payment ecosystem through QR code and Libra coins, where local merchants can offer deals to members",ecommerce,New York
3586,Photobucket,"Photobucket is an image and video hosting website allowing users to upload, edit and share photos.",web,Colorado
3587,XtremIO,XtremIO develops next generation storage solutions based on Solid State technology.,enterprise,California
3588,Level 5 Networks,"Level 5 Networks operates as a fabless semiconductor and software company, providing Ethernet network interface cards.",semiconductor,California
3589,Votizen,Votizen is a consumer technology company that harnesses social networks to create a connected electorate of voters.,web,California
3590,Siimpel Corporation,Siimpel Corporation applies high precision MEMS platform technology to enable the reduction in size of high-performance digital cameras.,hardware,California
3591,Napera Networks,Napera Networks delivers cloud-based active network management services for SMEs.,network_hosting,Washington
3592,Tercica,"Tercica, a biotechnology company, develops and commercializes therapeutics for the treatment of endocrine and metabolic diseases.",biotech,California
3593,PasswordBank,PasswordBank provides an IDaaS-based platform helping users store passwords and user IDs of websites and apps.,software,California
3594,SnapTell,"SnapTell provides an integrated mobile marketing solution for brands to deploy campaigns, and consumers to access content on the go.",software,California
3595,CloudShield Technologies,CloudShield Technologies provides IP service control and infrastructure protection solutions on network and content processing platforms.,software,California
3596,Instinctiv,Instinctiv is a music management and discovery app that syncs a users entire music library to any desktop computer or mobile phone.,mobile,New York
3597,Anchor Bay Technologies,Anchor Bay Technologies designs and manufactures audio and video technologies for home entertainment centers.,semiconductor,California
3598,Waze,"Waze is a mobile navigation app that enables drivers to use live maps, and get real-time traffic updates and other road data.",transportation,California
3599,Aster Data Systems,Aster Data provides big data management and analysis solutions for businesses that handle data-driven applications.,analytics,California
3600,Codesion,Codesion is a software company providing source code management solutions.,software,California
3601,Xoopit,Xoopit is an email organizational tool that enables users to retrieve meaningful content from their archived email.,web,California
3602,One Block Off the Grid (1BOG),"One Block Off the Grid, a residential solar consultant, provides homeowners the option of comparing quotes from leading solar providers.",cleantech,California
3603,Appature,Appature offers enterprise marketing management software and web applications for the healthcare industry.,enterprise,Washington
3604,Action Engine,"Action Engine is an agile software development, design and data services agency",mobile,Washington
3605,Blackwave,Blackwave provides an integrated infrastructure platform for the storage and delivery of video over IP.,network_hosting,Massachusetts
3606,SoftLayer,SoftLayer is a cloud-based infrastructure-as-a-service provider integrating physical and virtual devices of enterprises.,network_hosting,Texas
3607,Mytopia,Mytopia develops cross-platform games that allow users on social networks to play with others via Android devices or iPads.,games_video,California
3608,BARRX Medical,"BARRX Medical, Inc. develops endoscopic treatment solutions for Barrett's esophagus and other chronic gastroenterological diseases",medical,California
3609,StartupDigest,StartupDigest provides a weekly email newsletter of the top tech and entrepreneurship events in the city to its members.,news,Washington
3610,Cohuman,Cohuman is a web-based collaboration and project management app that enables teams to coordinate and organize the tasks of their members.,enterprise,California
3611,OtherInbox,OtherInbox is a company that builds technology to automatically organize emails enabling users to focus on messages based on their priority.,messaging,Texas
3612,M-Factor,"M-Factor develops web-based profit and revenue optimization software for the consumer goods, retail and restaurant sectors.",software,California
3613,Servo Software,"Kii (Formerly Servo Software) delivers a set of applications, APIs and SDKs to device manufacturers, mobile network operators, and end users, which help users to sync, search, and share mobile content on their and their friends' phones.",software,California
3614,EdgeSpring,EdgeSpring is a business intelligence platform providing visual analytics and business intelligence solutions.,analytics,California
3615,about.me,About.me is an online platform enabling users to create and maintain a curated page for self-expression.,web,California
3616,Republic Project,"Republic Project offers a cloud-based ad platform that makes it easy to scale campaigns, meet demand, and optimize performance in real time.",advertising,California
3617,Thinkfuse,Thinkfuse is a SaaS-based enterprise that allows companies to send regular progress reports to stakeholders.,enterprise,Washington
3618,EchoSign,"Adobe Sign, formerly EchoSign is an e-signature and contract management company that helps its users get their documents signed online.",web,California
3619,PI Corporation,PI Corporation develops cloud-based software for personal information management and storage.,network_hosting,Washington
3620,Daylife,Daylife is a cloud-based media platform offering digital media management tools and content feeds to publishers and brand marketers.,enterprise,New York
3621,Desktone,Desktone offers a desktop virtualization platform facilitating the deployment of Windows desktops and apps from a cloud to end user devices.,network_hosting,Massachusetts
3622,Standing Cloud,Standing Cloud provides app management services that facilitate cloud service providers in deploying and managing their apps.,enterprise,Colorado
3623,Where I've Been,Where I've Been is a personalized and interactive world map that lets users share their travels.,travel,Illinois
3624,HipChat,HipChat is a private group chat and IM network that provides real-time collaboration features for companies and teams.,messaging,California
3625,ScaleIO,"ScaleIO develops ECS, a solution for data centers to cut storage costs and streamline storage operations.",software,California
3626,GroupMe,"GroupMe is a group mobile messaging service for finding, planning and purchasing group activities.",messaging,New York
3627,"LifeSize, a Division of Logitech","Lifesize is a global innovator of video conferencing, collaboration, and meeting productivity solutions.",public_relations,Texas
3628,CHiL Semiconductor,"CHiL Semiconductor designs, develops and markets intelligent mixed-signal products using digital power techniques.",semiconductor,California
3629,Aptana,"Aptana provides a web application development, deployment and management suite for users of Ajax, Ruby on Rails and PHP web technologies.",software,California
3630,Enpirion,Enpirion is an analog semiconductor company offering highly integrated power management solutions.,semiconductor,New Jersey
3631,ecoATM,ecoATM is an e-waste recycling company. ecoATM kiosks evaluate and purchase used electronics from consumers for cash or store credit.,cleantech,California
3632,Adura Technologies,Adura Technologies develops enabling technologies for commercial building lighting control and energy management.,cleantech,California
3633,Rhythm NewMedia,"Rhythm sells and serves video, rich media and other immersive advertising formats to connect brand advertisers with mobile audiences.",advertising,California
3634,Topsy Labs,"Topsy, a social analytics company, provides instant answers to critical business questions via real-time analysis of public conversations.",analytics,California
3635,Silver Tail Systems,Silver Tail Systems employs web session intelligence and real-time behavioral analytics to detect and prevent fraud and abuse on websites.,analytics,California
3636,Tatara Systems,"Tatara Systems invents, develops and deploys convergence products for mobile operators and service providers.",mobile,Massachusetts
3637,Reliant Technologies,"Reliant Technologies, LLC develops aesthetic clinical solutions to rejuvenate aging and environmentally damaged skin.",biotech,California
3638,Atrua Technologies,Atrua Technology is a high-tech provider of intelligent touch control solutions.,mobile,California
3639,Casabi,Casabi provides a solution that enables carriers to deliver web-based content or services for cordless phones and other smart devices.,mobile,California
3640,Bluefin Labs,"Bluefin Labs is a social TV analytics company providing solutions to brand advertisers, advertising agencies and TV networks.",analytics,Massachusetts
3641,GoPollGo,GoPollGo is a real-time polling tool that lets brands and media properties collect and analyze feedback.,web,California
3642,Multigig,"Multigig is a fabless, high performance analog and mixed-signal semiconductor company.",semiconductor,California
3643,Ortiva Wireless,"Ortiva offers mobile video optimization gateway, a server-based solution for the management of live and on-demand mobile videos.",mobile,California
3644,Sometrics,Sometrics is a web platform for publishers to market free-to-play online games and monetize virtual currency via consumer destination sites.,games_video,California
3645,Kima Labs,"Kima Labs is a startup that has developed their first mobile app, Barcode Hero.",mobile,California
3646,Whiskey Media,Whiskey Media develops topical websites that utilize the Django framework.,web,California
3647,Jobfox,Jobfox is a job search and career networking site connecting job seekers with employers.,web,Virginia
3648,Gaikai,Gaikai is a video game streaming platform that utilizes cloud-based gaming technology to enable users to play games instantly.,games_video,California
3649,Max-Viz,"Max-Viz designs, develops, and manufactures enhanced vision systems for the aviation industry.",hardware,Oregon
3650,Cotendo,Cotendo is a content delivery network and site acceleration services provider developing software focused on CDN technologies.,software,California
3651,Particle Code,Particle Code develops a cross-platform that automates the porting process for software developers.,software,California
3652,Behance,Behance is an online platform that enables creative professionals to showcase and discover creative work via online portfolios.,web,New York
3653,Locu,Locus mission is to help local businesses thrive.,advertising,Massachusetts
3654,dynaTrace software,Software intelligence to help DevSecOps teams across every industry tame cloud complexity and accelerate digital transformation,software,Massachusetts
3655,Socialbomb,"Socialbomb is a community platform connecting users mobile phones, blu-ray players, computers, and connected devices with others.",games_video,New York
3656,Imagine Communications,Imagine Communications provides digital video processing and edge multiplexing solutions.,software,California
3657,Univa UD,"Univa provides optimization and management software for traditional, dynamic and cloud data centers.",software,Illinois
3658,OneRiot,OneRiot is a network of mobile apps that analyzes mobile social media activity to determine audience characteristics.,advertising,Colorado
3659,ArcSight,ArcSight provides security and compliance management solutions that identify and mitigate business risk for enterprises.,software,California
3660,AGEIA Technologies,AGEIA Technologies develops hardware-accelerated physics solutions for PC games.,semiconductor,California
3661,Xelerated,Xelerated is a fabless semiconductor company proving HX devices that offer wire speed performance and other related services.,semiconductor,California
3662,Oodle,Oodle is a social marketplace offering customers a web and mobile app for buying and selling products.,social,California
3663,The Climate Corporation,The Climate Corporation is a technology platform helping people and businesses manage and adapt to climate change.,cleantech,California
3664,Kosmix,Kosmix is a search engine that allows users to perform advanced searches via multiple filters.,web,California
3665,Xtify Inc.,Xtify is an IBM company providing mobile app publishers with the tools to execute push and location-triggered notification campaigns.,mobile,New York
3666,iSkoot,iSkoot is an application that extends the reach of PC calling by allowing its users to make and receive PC calls using their cell phones.,mobile,California
3667,Panvidea,Panvidea is engaged in the development and commercialization of entertainment and advertising content for various digital platforms.,games_video,New York
3668,TRAFFIQ,"TRAFFIQ is an end-to-end digital media planning and buying platform for advertisers, ad agencies and publishers.",advertising,New York
3669,Dexterra,Dexterra provides mobile platforms and apps that enable organizations to manage and optimize their mobile workforces.,mobile,Washington
3670,CoTweet,CoTweet is a social media management and analytics tool enabling companies to adapt response-oriented customer service activities.,advertising,California
3671,Causata,"Causata, a software company, develops and delivers software that connects and transforms customer data into portable real-time intelligence.",software,California
3672,Asempra Technologies,Asempra Technologies provides instant recovery solutions for Windows applications and data.,security,California
3673,Curebit,Talkable is a social referral platform for online stories and subscriptions.,"E-Commerce, Analytics, Internet, Marketing, Social Media",California
3674,Goldbely,Goldbely is an e-commerce site for buying and discovering America's best handmade gourmet food & gifts.,"Social, E-Commerce",California
3675,GinzaMetrics,GinzaMetrics offers an SEO and content marketing platform that provides recommendations and competitor analytics to agencies and marketers.,"Enterprises, E-Commerce, Analytics, SEO, Enterprise Software",California
3676,Bloomthat,Uber for Flowers,"Mobile, Flowers, E-Commerce",California
3677,PIxate,Pixate is a new platform for mobile interaction design. With it you can create sophisticated interactive native prototypes without code.,"User Experience Design, Interface Design, Mobile",California
3678,Asseta,Used Manufacturing Equipment Marketplace,Manufacturing,California
3679,SimplyInsured,SimplyInsured provides group health insurance quotes that enable small businesses to estimate their real out-of-pocket costs.,"Insurance, Health Care, Health and Insurance, E-Commerce",California
3680,Your Mechanic,YourMechanic is an online marketplace for vehicle owners to find local mechanics for home or office car repair services.,Curated Web,California
3681,Superb (was GrubWithUs),Grubwithus is a social mobile app that allows users to experience group meals with strangers who also use the app.,Curated Web,California
3682,Kicksend,Kicksend is an easy-to-use application to send receive and print photo albums.,"Real Time, File Sharing, Photography",California
3683,Lob,Lob offers a cloud-printing API that enables its users to automate the printing and mailing of documents pictures and more.,"Developer Tools, Internet, Printing, Developer Tools",California
3684,Foodoro,Foodoro is an online marketplace enabling people to buy specialty food directly from artisanal producers.,E-Commerce,California
3685,Wattvision,Wattvision helps users save money on energy by providing them with live feedback on their energy use on the web or mobile phones.,Hardware + Software,New Jersey
3686,GetGoing,GetGoing is a tour agent for leisure travelers providing multiple options of destinations to visit during their journey.,"Hotels, Travel",California
3687,Algolia,Algolia provides a developer-friendly search API enabling users to perform database search functions in a user-friendly manner.,"Search, Software",California
3688,Meteor,Meteor is an open-source platform for developing web applications.,Software,California
3689,Hyperink,Hyperink is a self-publishing platform that allows users to curate and create books on topics ranging from technology to travel.,Advertising,California
3690,PagerDuty,PagerDuty is an operations performance platform delivering visibility and actionable intelligence across the entire incident lifecycle.,"IT Management, Cloud Computing, SaaS",California
3691,PayTango,PayTango provides biometric identification for payments and access control applications.,"Biometrics, Mobile, Payments, Software",California
3692,CrowdMed,CrowdMed provides prediction market technology using the collective intelligence of 'medical detectives' to produce diagnostic suggestions.,"Crowdsourcing, Software, Health Care, Health and Wellness",California
3693,Perfect Audience,Perfect Audience is a retargeting platform that lets marketers bring back lost web visitors through Facebook ads and banner ads in the web.,Advertising,California
3694,AirBnb,Airbnb is an online community marketplace for people to list discover and book accommodation around the world.,"Peer-to-Peer, Hotels, Travel",California
3695,Aisle50,Aisle50 delivers grocery offers redeemed at traditional grocery stores to consumers through the web mobile and social media.,"Analytics, Sales and Marketing, Coupons, Groceries, Advertising",Illinois
3696,chute,Chute is a cloud platform that provides tools to capture manage and display media files.,"Infrastructure, Internet, Mobile, SaaS, Cloud Computing, Photography",California
3697,Embedly,Embedly helps publishers and consumers manage embed codes from more than hundred websites and APIs.,Curated Web,Massachusetts
3698,RapGenius,Genius breaks down text with line-by-line annotations added and edited by anyone in the world.,Music,New York
3699,Chirply,Chirply is a crowdsourced design marketplace that helps brands create inspiring products to enhance the user engagement.,"Artists, Events, Gift Card, Social Media",California
3700,Estimote,Estimote is a technology start-up building a sensor-based engagement platform for users to communicate with nearby smart phones.,"Wireless, Sales and Marketing, Proximity, Internet, M2M, Mobile, Software, Tools, Navigation, Location Based Services, Mobile, Retail, Big Data, Sensors, Analytics",California
3701,Scribd,Scribd is a digital library featuring e-book subscription services on iPhone iPad Kindle Fire and Nook Tablet.,"Publishing, E-Books, Social Media, File Sharing, News",California
3702,FundersClub,FundersClub is an online venture capital firm that enables accredited investors and elite startups to connect.,Finance,California
3703,Tagstand,Agent determines what you're doing shares it with close friends and family and adjusts your phone to respond to your context.,"Productivity, Software, Sensors, Mobile",California
3704,Tastemaker,Tastemaker is an online hub connecting home and restaurant owners and interior decorators.,"Design, Curated Web",California
3705,MemSQL,MemSQL is a real-time analytics platform helping companies to query big data quickly and adapt to changing business conditions.,Analytics,New York
3706,42floors,42Floors is a web platform that offers an office space rentals and commercial real estate listing search by indexing business places.,"Commerce, Real Estate",California
3707,Zenefits,Zenefits gives you your managers and your employees a single online place to manage all your HR — payroll benefits compliance and more.,"Health and Insurance, Human Resources, Enterprise Software",California
3708,Statwing,Statwing provides web-based statistical analysis software for business users data analysts and market researchers.,"Visualization, Big Data, Analytics",California
3709,Install Monetizer,InstallMonetizer enables software developers to generate additional revenue from their installations.,Advertising,California
3710,BuildZoom,BuildZoom simplifies remodeling and construction.,"Construction, Home Renovation, Real Estate",California
3711,Teleborder,Teleborder offers HR management systems to manage the immigration process of companies' management employees and new hires.,"Recruiting, Legal, Human Resources, Enterprise Software",California
3712,Buxfer,Buxfer is online money management software for personal finance account aggregation budgeting bill reminders and forecasting.,Finance,California
3713,Weebly,Weebly is a consumer service that lets people create a website blog or online store.,"Blogging Platforms, E-Commerce, Web Development, Curated Web",California
3714,Octopart,Octopart is a vertical search engine enabling users to discover compare prices and view the specifications of electronic components.,Search,New York
3715,Disqus,Disqus is a blog comment hosting service offering a platform for social integration social networking user profiles analytics and more.,"Blogging Platforms, Forums, Curated Web",California
3716,Butter Systems,Butter Systems introduces a restaurant tablet system that allow customers to view the menu and place orders using the tablet.,Hospitality,California
3717,Firebase (prev. Envolve),Firebase is a cloud service designed to power real-time collaborative applications.,Enterprise Software,California
3718,Wevorce,Wevorce offers web-based technology and a community of trained attorneys counselors and other experts to help couples divorce amicably.,Legal,Washington
3719,Listia,Listia is an auction marketplace that uses a virtual credit system for bidding and trading goods.,"Auctions, E-Commerce, Curated Web",California
3720,Gobble,Gobble is an online marketplace for authentic world cuisine delivered to your door.,Hospitality,California
3721,CircuitLab,CircuitLab offers tools that enable engineers students and hobbyists to design analyze build and share circuits.,Software,California
3722,Screenhero,Screenhero provides real-time collaboration web tools.,Curated Web,California
3723,Dr Chrono,drchrono is a medical platform for doctors and patients enabling them to maintain and share electronic health care records.,"Doctors, Physicians, Electronics, Health Records, Health Care",California
3724,Instacart,Instacart is a same-day grocery delivery company delivering groceries and home essentials from a variety of local stores.,"E-Commerce, Local, Business",California
3725,SpoonRocket,Most Convenient Meal Ever.,Hospitality,California
3726,Coinbase,Coinbase is an open-source cryptographic protocol that makes it easy for people and businesses to use the cryptocurrency Bitcoin.,"Bitcoin, E-Commerce",California
3727,BoostedBoards,Boosted Boards builds and develops lightweight wireless remote-controlled motorized electric longboards.,Hardware + Software,California
3728,HD Trade Services,HD Trade Services provides mobile and cloud-based logistics software.,"Trading, Logistics, Software",New York
3729,DataRank,DataRank offers companies a social media analytics dashboard that helps them analyze conversations online about their brands and,Enterprise Software,Arkansas
3730,Floobits,remote pair programming done right,Software,California
3731,Comprehend Systems,Comprehend Systems makes cloud-based real-time cross-data source visualization and analytics tools.,"Big Data, Analytics, SaaS, Enterprise Software",California
3732,Rocketrip,Rocketrip owns and operates a travel management platform that helps travelers to book trips online.,Enterprise Software,New York
3733,Lawdingo,Lawdingo helps people connect with attorneys for legal consultations over the internet.,"Video, Chat, Marketplaces, Lead Generation, Law Enforcement, Legal",New York
3734,AeroFS,AeroFS provides a file sharing and syncing service that does not require the user's files be loaded or stored on third party servers.,"Cloud Computing, Storage, Enterprise Software",California
3735,Circuithub,AWS For Manufacturing - We scale hardware companies from prototype to production.,Manufacturing,California
3736,Airware,Airware is the Aerial Information Platform for developing and operating commercial drones.,"Aerospace, Drones, Enterprise Software",California
3737,Buttercoin,Buttercoin is an open source digital trading engine used to arrange trades in an order book.,Software,California
3738,TrustEgg,TrustEgg is a child savings product that combines the security of a trust fund with the power of social networks.,Social Media,California
3739,Amicus,Amicus allows non-profit organizations to turn their supporters into advocates and fundraisers.,"Colleges, Software, Social Media, Politics, Nonprofits",New York
3740,MobileWorks,MobileWorks is a crowdsourcing business providing virtual staffing services to businesses worldwide.,"Sales and Marketing, Automation, Outsourcing, Crowdsourcing, Enterprise Software",California
3741,Panorama Education,Panorama Education is a data analytics company conducting stakeholder surveys to evaluate the effectiveness of education systems.,"Teachers, Big Data, Analytics, Education",Massachusetts
3742,Ark,Ark.com is a search engine enabling users to search for old classmates new business contacts and friends.,Search,California
3743,Leftronic,Leftronic develops web-based real-time business dashboards that monitor a company’s important data for them.,Analytics,California
3744,Crowdbooster,Crowdbooster offers social media analytics with suggestions and tools for businesses to improve their online presence.,"Twitter Applications, Social Media, Marketing, Analytics",California
3745,InstantCab,InstantCab is a mobile app that matches customers' transportation needs with a taxi driver or a community driver willing to provide a ride.,Mobile,California
3746,ZenPayroll,ZenPayroll is a comprehensive payroll service enabling businesses to set up and run payroll from any web enabled device.,Software,California
3747,Mixpanel,Mixpanel is an analytics platform for the mobile and web supporting businesses to study consumer behavior.,Analytics,California
3748,Ambition,Optimizing Sales Performance,"SaaS, Enterprise Software",Tennessee
3749,SeeingInteractive,OwnLocal is a digital ad agency that transforms print ads into search engine-optimized web ads.,SaaS Software News Small and Medium Businesses Advertising,Texas
3750,E la Carte,E la Carte develops tablets for restaurants which allow customers to go through the menu place orders and pay right from their seat.,Hardware + Software,California
3751,Kamcord,Kamcord develops an application that allows users to record and share mobile gameplays via Facebook Twitter YouTube and email providers.,"Games, Mobile",California
3752,MixRank,MixRank is a spy tool for monitoring competitors’ traffic sources and using that data for building businesses’ own campaigns.,"Mobile, Analytics, Lead Generation, Sales and Marketing, B2B, Advertising",California
3753,OrderAhead,OrderAhead is the easiest way to transact with local merchants on your phone,"Local, Real Time, Design, Marketplaces, Mobile",California
3754,Refer.ly,Referly is an online referral system for social networks that tracks the links users share and rewards them for their friends’ actions.,"Social Network, Media, Incentives, Curated Web",California
3755,HomeJoy,Homejoy is an online platform connecting professional cleaners with clients for $20 per hour.,Hospitality,California
3756,Five Stars,Fivestars a consumer identity platform uses big data predictive analytics and cloud-based marketing automation to personalize commerce.,"Loyalty Programs, Advertising",California
3757,SendHub,SendHub is the Business Phone System for Mobile,"SMS, Audio, Communications, Hardware, VoIP, Messaging, Mobile, Business Services, Enterprise Software",California
3758,Anyperk,AnyPerk provides employee perks such as discounts and VIP treatment in fitness entertainment travel.,"Incentives, Employer Benefits, Human Resources, E-Commerce",California
3759,Amulyte,Amulyte is an activity tracking and emergency response system that allows seniors to maintain their freedom and independence.,Health Care,California
3760,Segment.io,Segment.io allows marketers and developers to integrate one single API into the place of many.,"Google Apps, Developer Tools, Analytics",California
3761,SmartAsset,SmartAsset is a finance platform that empowers users with highly personalized information and recommendations around financial decisions.,"Sales and Marketing, Finance",New York
3762,Pair,Couple is an app that enables users to stay connected with their partners via text messaging video and photo sharing and sketching.,Messaging,California
3763,Adioso,Adioso is a travel search and booking app that allows users to get information on destinations deals planning and booking their trips.,Travel,California
3764,Optimizely,Optimizely is a website optimization platform enabling A/B and multivariate testing for users to enhance their websites.,"Internet, Marketing, Ad Targeting, Personalization, Software",California
3765,Swiftype,Swiftype a Y Combinator-backed startup builds fast & customizable search software for websites & apps that can be deployed in minutes.,"Cloud Computing, Real Time, SaaS, Development Platforms, Developer Tools, Application Performance Monitoring App, Marketing, Quantitative Marketing, SEO, Predictive Analytics, Mobile, Shopping, Analytics, E-Commerce, Information Technology, Web Tools, Big Data, Analytics, Mobile, Analytics, Business, Analytics, Text Analytics, Analytics, Software, User Experience Design, Content, E-discovery, Customer Service, Knowledge Management, Open Source, Visual Search, Semantic Search, Search, Marketing, Blogging Platforms",California
3766,Pebble Technology,Pebble is a company that develops a technology designed for smart watches to connect with iPhone and Android smartphones using Bluetooth.,Hardware + Software,California
3767,Custora,Custora is an online platform that provides e-commerce marketing teams with information on potential customers.,Analytics,New York
3768,Watsi,Watsi is a crowdfunding platform that enables anyone to directly fund low-cost and high-impact medical care for people in need.,Medical,California
3769,URX,URX is the leader in mobile deeplinking,"Mobile, Commerce, Digital Media, Advertising",California
3770,Science Exchange,Science Exchange is a marketplace for scientific collaboration where researchers can order experiments from the world's best labs.,"Outsourcing, Life Sciences, Marketplaces, Consulting",California
3771,Heyzap,Heyzap is a premier mobile ad network that helps millions of users discover apps they love.,"Mobile, Advertising",California
3772,Keychain Logistics,Keychain Logistics is a software marketplace that connects companies' shipping products with independent semi-truck owner/operators.,"Technology, Tracking, Fleet Management, Supply Chain, Management, Transportation, Marketplaces, Software",California
3773,WePay,WePay provides a payment API specifically for platforms such as crowdfunding sites marketplaces and small business software.,"Developer Tools, Credit Cards, Payments, Software",California
3774,MatterPort,Matterport offers a 3D reconstruction system that allows users to construct 3D models of physical objects and interior spaces.,"Cloud Computing, Hardware + Software",California
3775,Quartzy,Quartzy is an online laboratory management system designed for research labs at pharma biotech and academic institutions.,"Life Sciences, Enterprise Software",California
3776,500Friends,500friend provides loyalty marketing solutions for internet retailers and brands.,"Loyalty Programs, Social Media, E-Commerce, Enterprise Software",California
3777,Hipmunk,Hipmunk is an online travel company providing users with hotel deals and flights results via a website and an app.,"Hotels, Travel",California
3778,Healthy Labs,Healthy Labs offers a patient-to-patient information sharing platform for individuals with Crohn's disease and colitis.,"Health and Wellness, Social Network, Media, Health Care",California
3779,SwipeGood,SwipeGood allows users to enroll their credit or debit cards and automatically round up every purchase to the nearest dollar for charity.,Nonprofits,California
3780,Verbling,Verbling is a platform for language learners to enhance their language fluency using video chat technology.,Education,California
3781,SoundFocus,Better Music for Users with Hearing Loss,Music,California
3782,Heap Analytics,Heap is a web and iOS analytics application that captures and measures every user action in the user's web app.,Analytics,California
3783,Indinero,inDinero creates software to help small businesses track and manage their finances.,Software,California
3784,NowJS,Flotype is a venture-backed company developing a suite of enterprise technology for real-time messaging.,Enterprise Software,California
3785,Prizeo,Prizeo is a platform for celebrities to raise funds for charitable causes by offering rewards and exciting experiences to donors.,"Charity, Nonprofits, Celebrity, Curated Web",California
3786,Clustrix,Clustrix is a SQL database engineered for the cloud to scale transaction throughput run real-time analytics and simplify operations.,"Cloud Computing, Big Data, Databases, Enterprise Software",California
3787,Dropbox,Dropbox operates a free file hosting service that allows users to share and access photos documents and videos anywhere.,"Storage, Web Hosting",California
3788,Stripe,A set of unified APIs and tools that instantly enable businesses to accept and manage online payments.,"Credit Cards, Payments, Software",California
3789,Earbits,Earbits is a commercial-free music streaming service and music marketing platform that helps independent bands find and build their fanbase.,Internet Radio Market Music,California
3790,Vidyard,Vidyard is a video marketing platform enabling customers to derive information on viewer-behavior for marketing automation systems and CRM.,"Marketing, E-Commerce, Video, Analytics",California
3791,ViaCycle,viaCycle creates advanced bicycle sharing technology that allows easy deployment and administration.,"Mobile, Mobility, Transportation, Hardware + Software",Giorgia
3792,YouGotListings,YouGotListings is an online rental technology platform providing tools for real estate offices and landlords.,Real Estate,Maryland
3793,SellStage (now Videopixie),SellStage offers a SaaS-based platform that allows online retailers to sell products and interact with customers via videos.,"Video, E-Commerce",California
3794,Padlet,Padlet is an app that enables users to create an online bulletin board to display information on any topic.,Curated Web,California
3795,Grouper,Grouper is a social club connecting groups of people in the U.S. cities and organizing parties to meet other groups.,Social Media,New York
3796,Humble Bundle,Humble Bundle is an online digital distribution platform that contributes part of its sales value to charities.,"Games, Digital Media, Nonprofits",California
3797,Scoutzie,Scoutzie connects app designers with customers seeking professional design services to build web and mobile applications.,"Freelancers, Creative Career, Management, Employment, Home & Garden, Design, Mobile, Curated Web",California
3798,Svbtle,Svbtle an invite-only blogging platform combines traditional publishing and the internet to enable people to share and discover new ideas.,Advertising,California
3799,Crowdtilt,Tilt is a group-funding platform allowing users to start fundraising campaigns for non-profit organizations and activities.,Finance,California
3800,MinoMonsters,MinoMonsters is an adventure game app where players collect and battle pet monsters.,Games,California
3801,DoubleRecall,DoubleRecall helps publishers increase the efficiency of their paywalls by monetizing social search and email traffic with engagement ads.,Advertising,California
3802,MongoHQ,MongoHQ provides database management solutions for developers utilizing MongoDB as their data storage technology.,"Networking, Cloud Computing, Databases, Web Hosting",California
3803,EasyPost,EasyPost is a shipping API allowing users to buy postage labels check rates verify addresses and track shipments.,Shipping,California
3804,iCracked,iCracked provides iPhone iPad and iPod repair and buyback services with 500+ iTechs in 11 countries,"Mobile, Hardware + Software",California
3805,Lockitron,Lockitron is a device that can lock and unlock deadbolt locks via a remote control typically an internet-enabled smartphone.,Hardware + Software,California
3806,Submittable,Submittable is a cloud-based submission management platform serving magazine journal and book publishers.,"Curated Web, Enterprise Software",New York
3807,Loom (prev. PopSet),Loom is a photo management solution that enables users to store photos and videos in the cloud and access it from any device.,"Synchronization, Video, Photography, Storage, Cloud Computing, Mobile, Web Hosting",California
3808,FlightCar,FlightCar offers a marketplace that allows vehicle owners who park at the airport to rent out their vehicle to other travelers.,"Online Rental, Travel, E-Commerce",California
3809,InterviewStreet,Interviewstreet is a SaaS-based platform administering recruitment processes in organizations.,Curated Web,California
3810,Povio,Povio is an iPhone and Android communication app that enables users to upload and ping “Point-Of-View” photos upon the request of friends.,"Social Network, Media, Photo Sharing, Photography, Mobile",California
3811,Apptimize,Apptimize is a technology enabling users to A/B test their native applications on Android and iOS platforms.,Enterprise Software,California
3812,Webflow,Hosted Website Design Platform,Software,California
3813,Survata,Survata empowers a network of online publishers allowing consumers to take short surveys in exchange for premium-content access.,"Surveys, Market Research, Analytics",California
3814,SwapBox,Swapbox provides shipping services for online purchases.,"Logistics, Shipping, E-Commerce",California
3815,HireArt,HireArt is an online recruitment platform engaged in the pre-screening process for suitable job seekers by creating online interviews.,"Enterprises, Recruiting, Human Resources, Enterprise Software",New York
3816,Sift Science,Sift Science offers large-scale machine-learning technology services that help e-commerce businesses detect and fight fraud.,"Big Data, Fraud Detection, Machine Learning, E-Commerce, Security",California
